Symbol,ISIN,Scheme Code,Quantity,Avg Price,Broker,Debt/Equity,Mastersheet Tag,Sub Category,Strategy,NAV,Buy Value,Value as of Today,PNL Amount,% PNL
QUANT SMALL CAP FUND - DIRECT PLAN,INF966L01689,120828,617610.609,262.9422,Zerodha,Equity,Mutual Funds,Small Cap,QYE++,268.3925,162395892.3,165762055.4,3366163.102,2.07281296
