System Tag,Date,Portfolio Value,Cash In/Out,NAV,Prev NAV,PnL,Daily P/L %,Exposure Value,Prev Portfolio Value,Prev Exposure Value,Prev Pnl,Drawdown %,
SLONG1,2025-10-15,-6832.94,640.01,99.60,100.27,-6832.94,-0.67,1018621.31,-640.01,1024584.79,-640.01,-2.41,
SLONG10,2025-10-15,-8410.99,1261.98,99.98,100.81,-8410.99,-0.83,1018621.31,-1261.98,1024584.79,-1261.98,-2.91,
SLONG11,2025-10-15,-6598.18,847.34,102.07,102.74,-6598.18,-0.65,1018621.31,-847.34,1024584.79,-847.34,-2.94,
SLONG12,2025-10-15,-8926.80,129.11,98.98,99.86,-8926.80,-0.88,1018621.31,-129.11,1024584.79,-129.11,-4.82,
SLONG13,2025-10-15,-4595.02,4804.32,100.00,100.45,-4595.02,-0.45,1018621.31,-4804.32,1024584.79,-4804.32,-2.40,
SLONG14,2025-10-15,0.00,6265.11,99.34,99.34,0.00,0.00,1018621.31,-6265.11,1024584.79,-6265.11,-2.47,
SLONG15,2025-10-15,-4372.19,4804.32,98.83,99.26,-4372.19,-0.43,1018621.31,-4804.32,1024584.79,-4804.32,-3.60,
SLONG16,2025-10-15,0.00,6265.11,103.59,103.59,0.00,0.00,1018621.31,-6265.11,1024584.79,-6265.11,-2.48,
SLONG17,2025-10-15,-4595.02,4629.20,98.89,99.34,-4595.02,-0.45,1018621.31,-4629.20,1024584.79,-4629.20,-2.39,
SLONG18,2025-10-15,0.00,6300.63,98.70,98.70,0.00,0.00,1018621.31,-6300.63,1024584.79,-6300.63,-2.47,
SLONG19,2025-10-15,0.00,0.00,99.96,99.96,0.00,0.00,1018621.31,0.00,1024584.79,0.00,-2.16,
SLONG2,2025-10-15,-9032.24,-2568.12,99.40,100.29,-9032.24,-0.89,1018621.31,2568.12,1024584.79,2568.12,-3.35,
SLONG20,2025-10-15,0.00,0.00,103.87,103.87,0.00,0.00,1018621.31,0.00,1024584.79,0.00,-1.87,
SLONG21,2025-10-15,0.00,0.00,98.57,98.57,0.00,0.00,1018621.31,0.00,1024584.79,0.00,-1.59,
SLONG22,2025-10-15,0.00,0.00,97.67,97.67,0.00,0.00,1018621.31,0.00,1024584.79,0.00,-2.50,
SLONG23,2025-10-15,0.00,0.00,98.75,98.75,0.00,0.00,1018621.31,0.00,1024584.79,0.00,-1.53,
SLONG24,2025-10-15,0.00,0.00,101.29,101.29,0.00,0.00,1018621.31,0.00,1024584.79,0.00,-0.42,
SLONG3,2025-10-15,-6598.18,640.01,103.15,103.82,-6598.18,-0.65,1018621.31,-640.01,1024584.79,-640.01,-1.57,
SLONG4,2025-10-15,-8926.80,-2568.12,99.19,100.07,-8926.80,-0.88,1018621.31,2568.12,1024584.79,2568.12,-4.55,
SLONG5,2025-10-15,-6832.94,640.01,100.01,100.69,-6832.94,-0.67,1018621.31,-640.01,1024584.79,-640.01,-2.26,
SLONG6,2025-10-15,-9032.24,-977.96,99.78,100.67,-9032.24,-0.89,1018621.31,977.96,1024584.79,977.96,-2.86,
SLONG7,2025-10-15,-6598.18,640.01,104.44,105.12,-6598.18,-0.65,1018621.31,-640.01,1024584.79,-640.01,-1.59,
SLONG8,2025-10-15,-8926.80,-977.96,99.23,100.11,-8926.80,-0.88,1018621.31,977.96,1024584.79,977.96,-4.42,
SLONG9,2025-10-15,-6832.94,1219.71,100.85,101.53,-6832.94,-0.67,1018621.31,-1219.71,1024584.79,-1219.71,-2.43,
Liquidbees Stock Holdings,2025-10-15,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Liquidcase Stock Holdings,2025-10-15,8368624.90,0.00,101.68,101.67,754.61,0.01,8367870.29,8367870.29,8366361.07,1509.22,0.00,
Small Cap Stock Holdings,2025-10-15,36904000.00,0.00,90.41,91.39,-400000.00,-1.07,37304000.00,37304000.00,37464000.00,-160000.00,-18.01,
Debt Stock Holdings,2025-10-15,8368624.90,0.00,101.68,101.67,754.61,0.01,8367870.29,8367870.29,8366361.07,1509.22,0.00,
Equity Stock Holdings,2025-10-15,36904000.00,0.00,90.41,91.39,-400000.00,-1.07,37304000.00,37304000.00,37464000.00,-160000.00,-18.01,
Stock Holdings,2025-10-15,45272624.90,0.00,93.96,94.78,-399245.39,-0.87,45671870.29,45671870.29,45830361.07,-158490.78,-11.90,
Miscellaneous P&L,2025-10-15,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Tax,2025-10-15,-1626.55,2829.62,100.00,100.00,-1626.55,0.00,0.00,-2829.62,0.00,0.00,0.00,
Equity Holdings Tax,2025-10-15,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Equity Intraday Tax,2025-10-15,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
F&O Tax,2025-10-15,-1626.55,2829.62,100.00,100.00,-1626.55,0.00,0.00,-2829.62,0.00,0.00,0.00,
MCX Tax,2025-10-15,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Other Debits and Credits,2025-10-15,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Equity Other Debits and Credits,2025-10-15,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
NPSAR,2025-10-15,3075864.75,-44142.11,104.70,104.62,20000.80,0.08,24446911.60,3100006.08,24590035.15,26251.69,0.00,
SPSAR,2025-10-15,3088421.60,-37549.67,104.83,104.69,32557.65,0.13,24446911.60,3093413.64,24590035.15,19659.25,0.00,
NLONG,2025-10-15,-54726.25,78654.72,97.98,98.20,-54726.25,-0.22,24446911.44,-78654.72,24590034.96,-78654.72,-2.57,
SLONG,2025-10-15,-107111.46,31994.71,100.28,100.72,-107111.46,-0.44,24446911.44,-31994.71,24590034.96,-31994.71,-1.63,
PSAR,2025-10-15,6164286.35,-81691.78,104.77,104.66,52558.45,0.11,48893823.20,6193419.73,49180070.30,45910.94,0.00,
LONG,2025-10-15,-161837.71,110649.43,98.16,98.48,-161837.71,-0.33,48893822.88,-110649.43,49180069.92,-110649.43,-2.32,
Total Portfolio Value,2025-10-15,6000822.09,31787.27,102.47,102.71,-110905.81,-0.23,48893823.00,6079940.68,49180070.00,-67568.11,-1.51,
Zerodha Total Portfolio,2025-10-15,48417454.84,0.00,96.78,97.80,-510151.20,-1.04,48927606.04,48927606.04,49153664.93,-226058.89,-9.59,
NPSAR1,2025-10-16,169837.25,-8216.73,101.54,101.41,1785.00,0.13,1344417.96,176268.97,1358161.76,6498.75,-2.52,
NPSAR10,2025-10-16,383832.55,2139.83,106.79,106.59,5715.00,0.19,3024940.38,375977.72,3055863.94,-6005.27,-0.01,
NPSAR11,2025-10-16,381687.55,-16862.94,106.57,106.44,3570.00,0.12,3024940.38,394980.49,3055863.94,12997.50,-0.51,
NPSAR12,2025-10-16,381687.55,-16862.94,107.12,106.99,3570.00,0.12,3024940.38,394980.49,3055863.94,12997.50,0.00,
NPSAR13,2025-10-16,373560.78,-15833.24,104.36,104.52,-4556.77,-0.15,3024940.38,393950.79,3055863.94,11967.80,-0.15,
NPSAR2,2025-10-16,169837.25,-8216.73,103.49,103.35,1785.00,0.13,1344417.96,176268.97,1358161.76,6498.75,0.00,
NPSAR3,2025-10-16,169837.25,-8216.73,102.40,102.26,1785.00,0.13,1344417.96,176268.97,1358161.76,6498.75,0.00,
NPSAR4,2025-10-16,171678.50,5100.89,103.34,103.06,3626.25,0.27,1344417.96,162951.35,1358161.76,-6818.87,-0.87,
NPSAR5,2025-10-16,171678.50,5182.69,103.87,103.59,3626.25,0.27,1344417.96,162869.56,1358161.76,-6900.66,-0.45,
NPSAR6,2025-10-16,170909.75,3751.49,103.18,102.96,2857.50,0.21,1344417.96,164300.75,1358161.76,-5469.47,-0.19,
NPSAR7,2025-10-16,170909.75,3875.23,103.48,103.26,2857.50,0.21,1344417.96,164177.01,1358161.76,-5593.21,-0.20,
NPSAR8,2025-10-16,170909.75,1140.67,104.09,103.87,2857.50,0.21,1344417.96,166911.57,1358161.76,-2858.65,-0.72,
NPSAR9,2025-10-16,170909.75,2094.14,105.66,105.44,2857.50,0.21,1344417.96,165958.10,1358161.76,-3812.12,-0.12,
SPSAR1,2025-10-16,168321.58,-6266.98,103.78,103.76,269.33,0.02,1344417.96,174319.22,1358161.76,4549.00,-0.30,
SPSAR10,2025-10-16,379996.04,-3219.07,107.16,107.09,1878.49,0.06,3024940.38,381336.62,3055863.94,-646.37,0.00,
SPSAR11,2025-10-16,378974.16,-14265.44,104.11,104.08,856.61,0.03,3024940.38,392382.99,3055863.94,10400.00,-0.54,
SPSAR12,2025-10-16,378974.16,-14265.44,106.19,106.16,856.61,0.03,3024940.38,392382.99,3055863.94,10400.00,0.00,
SPSAR13,2025-10-16,377256.20,-11935.87,105.94,105.97,-861.35,-0.03,3024940.38,390053.42,3055863.94,8070.43,-0.03,
SPSAR2,2025-10-16,168321.58,-6266.98,103.71,103.69,269.33,0.02,1344417.96,174319.22,1358161.76,4549.00,0.00,
SPSAR3,2025-10-16,168321.58,-6266.98,103.30,103.28,269.33,0.02,1344417.96,174319.22,1358161.76,4549.00,0.00,
SPSAR4,2025-10-16,168321.58,-6266.98,105.86,105.84,269.33,0.02,1344417.96,174319.22,1358161.76,4549.00,0.00,
SPSAR5,2025-10-16,169938.44,3313.38,104.57,104.42,1886.19,0.14,1344417.96,164738.87,1358161.76,-5031.35,-0.52,
SPSAR6,2025-10-16,169938.44,2115.80,104.77,104.62,1886.19,0.14,1344417.96,165936.44,1358161.76,-3833.78,-0.26,
SPSAR7,2025-10-16,169402.44,-26.08,102.80,102.70,1350.19,0.10,1344417.96,168078.32,1358161.76,-1691.90,-0.03,
SPSAR8,2025-10-16,168991.50,-104.49,102.24,102.17,939.25,0.07,1344417.96,168156.74,1358161.76,-1613.48,-0.69,
SPSAR9,2025-10-16,169402.44,-26.08,104.04,103.94,1350.19,0.10,1344417.96,168078.32,1358161.76,-1691.90,-0.03,
NLONG1,2025-10-16,6459.39,4364.78,101.58,100.93,6459.39,0.64,1008313.46,-4364.78,1018621.31,-4364.78,-0.67,
NLONG10,2025-10-16,4925.73,6488.50,100.86,100.37,4925.73,0.49,1008313.46,-6488.50,1018621.31,-6488.50,-1.97,
NLONG11,2025-10-16,6624.60,342.87,97.03,96.40,6624.60,0.66,1008313.46,-342.87,1018621.31,-342.87,-4.02,
NLONG12,2025-10-16,5138.67,1732.74,98.49,97.99,5138.67,0.51,1008313.46,-1732.74,1018621.31,-1732.74,-2.75,
NLONG13,2025-10-16,1564.61,3878.66,96.26,96.11,1564.61,0.16,1008313.46,-3878.66,1018621.31,-3878.66,-4.20,
NLONG14,2025-10-16,1533.98,4087.57,96.09,95.94,1533.98,0.15,1008313.46,-4087.57,1018621.31,-4087.57,-4.37,
NLONG15,2025-10-16,1564.61,0.00,97.47,97.32,1564.61,0.16,1008313.46,0.00,1018621.31,0.00,-4.13,
NLONG16,2025-10-16,1533.98,0.00,99.03,98.88,1533.98,0.15,1008313.46,0.00,1018621.31,0.00,-2.43,
NLONG17,2025-10-16,1564.61,3360.92,96.08,95.93,1564.61,0.16,1008313.46,-3360.92,1018621.31,-3360.92,-4.38,
NLONG18,2025-10-16,1533.98,3517.60,96.20,96.05,1533.98,0.15,1008313.46,-3517.60,1018621.31,-3517.60,-4.26,
NLONG19,2025-10-16,1870.89,0.00,98.38,98.20,1870.89,0.19,1008313.46,0.00,1018621.31,0.00,-3.22,
NLONG2,2025-10-16,4925.73,6488.50,99.87,99.38,4925.73,0.49,1008313.46,-6488.50,1018621.31,-6488.50,-1.63,
NLONG20,2025-10-16,1533.98,0.00,99.38,99.23,1533.98,0.15,1008313.46,0.00,1018621.31,0.00,-1.93,
NLONG21,2025-10-16,978.84,0.00,95.39,95.30,978.84,0.10,1008313.46,0.00,1018621.31,0.00,-4.84,
NLONG22,2025-10-16,978.84,0.00,95.65,95.56,978.84,0.10,1008313.46,0.00,1018621.31,0.00,-4.60,
NLONG23,2025-10-16,-392.85,0.00,97.42,97.46,-392.85,-0.04,1008313.46,0.00,1018621.31,0.00,-2.93,
NLONG24,2025-10-16,-392.85,0.00,97.93,97.97,-392.85,-0.04,1008313.46,0.00,1018621.31,0.00,-2.07,
NLONG3,2025-10-16,6624.60,486.12,98.31,97.67,6624.60,0.66,1008313.46,-486.12,1018621.31,-486.12,-2.92,
NLONG4,2025-10-16,5138.67,1732.74,95.39,94.91,5138.67,0.51,1008313.46,-1732.74,1018621.31,-1732.74,-4.61,
NLONG5,2025-10-16,6459.39,4364.78,103.22,102.56,6459.39,0.64,1008313.46,-4364.78,1018621.31,-4364.78,-0.72,
NLONG6,2025-10-16,4925.73,6488.50,99.79,99.30,4925.73,0.49,1008313.46,-6488.50,1018621.31,-6488.50,-1.93,
NLONG7,2025-10-16,6624.60,565.28,99.12,98.47,6624.60,0.66,1008313.46,-565.28,1018621.31,-565.28,-3.27,
NLONG8,2025-10-16,5138.67,1732.74,97.94,97.44,5138.67,0.51,1008313.46,-1732.74,1018621.31,-1732.74,-3.29,
NLONG9,2025-10-16,6459.39,5093.95,102.64,101.99,6459.39,0.64,1008313.46,-5093.95,1018621.31,-5093.95,-0.83,
SLONG1,2025-10-16,8690.43,6832.94,100.46,99.60,8690.43,0.86,1008313.46,-6832.94,1018621.31,-6832.94,-1.57,
SLONG10,2025-10-16,8795.08,8410.99,100.85,99.98,8795.08,0.87,1008313.46,-8410.99,1018621.31,-8410.99,-2.07,
SLONG11,2025-10-16,28098.31,6598.18,104.91,102.07,28098.31,2.79,1008313.46,-6598.18,1018621.31,-6598.18,-0.24,
SLONG12,2025-10-16,27723.94,8926.80,101.70,98.98,27723.94,2.75,1008313.46,-8926.80,1018621.31,-8926.80,-2.20,
SLONG13,2025-10-16,1838.05,4595.02,100.18,100.00,1838.05,0.18,1008313.46,-4595.02,1018621.31,-4595.02,-2.23,
SLONG14,2025-10-16,1886.04,0.00,99.53,99.34,1886.04,0.19,1008313.46,0.00,1018621.31,0.00,-2.29,
SLONG15,2025-10-16,34134.98,4372.19,102.18,98.83,34134.98,3.39,1008313.46,-4372.19,1018621.31,-4372.19,-0.33,
SLONG16,2025-10-16,24407.11,0.00,106.10,103.59,24407.11,2.42,1008313.46,0.00,1018621.31,0.00,-0.11,
SLONG17,2025-10-16,1838.05,4595.02,99.07,98.89,1838.05,0.18,1008313.46,-4595.02,1018621.31,-4595.02,-2.21,
SLONG18,2025-10-16,1886.04,0.00,98.88,98.70,1886.04,0.19,1008313.46,0.00,1018621.31,0.00,-2.29,
SLONG19,2025-10-16,34824.12,0.00,103.41,99.96,34824.12,3.45,1008313.46,0.00,1018621.31,0.00,0.00,
SLONG2,2025-10-16,8795.08,9032.24,100.27,99.40,8795.08,0.87,1008313.46,-9032.24,1018621.31,-9032.24,-2.51,
SLONG20,2025-10-16,24407.11,0.00,106.38,103.87,24407.11,2.42,1008313.46,0.00,1018621.31,0.00,0.00,
SLONG21,2025-10-16,1083.57,0.00,98.68,98.57,1083.57,0.11,1008313.46,0.00,1018621.31,0.00,-1.48,
SLONG22,2025-10-16,1083.57,0.00,97.77,97.67,1083.57,0.11,1008313.46,0.00,1018621.31,0.00,-2.40,
SLONG23,2025-10-16,1658.59,0.00,98.91,98.75,1658.59,0.16,1008313.46,0.00,1018621.31,0.00,-1.37,
SLONG24,2025-10-16,-7749.18,0.00,100.51,101.29,-7749.18,-0.77,1008313.46,0.00,1018621.31,0.00,-1.19,
SLONG3,2025-10-16,28098.31,6598.18,106.02,103.15,28098.31,2.79,1008313.46,-6598.18,1018621.31,-6598.18,0.00,
SLONG4,2025-10-16,27723.94,8926.80,101.92,99.19,27723.94,2.75,1008313.46,-8926.80,1018621.31,-8926.80,-1.92,
SLONG5,2025-10-16,8690.43,6832.94,100.87,100.01,8690.43,0.86,1008313.46,-6832.94,1018621.31,-6832.94,-1.42,
SLONG6,2025-10-16,8795.08,9032.24,100.65,99.78,8795.08,0.87,1008313.46,-9032.24,1018621.31,-9032.24,-2.02,
SLONG7,2025-10-16,28098.31,6598.18,107.35,104.44,28098.31,2.79,1008313.46,-6598.18,1018621.31,-6598.18,0.00,
SLONG8,2025-10-16,27723.94,8926.80,101.96,99.23,27723.94,2.75,1008313.46,-8926.80,1018621.31,-8926.80,-1.79,
SLONG9,2025-10-16,8690.43,6832.94,101.72,100.85,8690.43,0.86,1008313.46,-6832.94,1018621.31,-6832.94,-1.59,
Liquidbees Stock Holdings,2025-10-16,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Liquidcase Stock Holdings,2025-10-16,8370134.12,0.00,101.70,101.68,1509.22,0.02,8368624.90,8368624.90,8367870.29,754.61,0.00,
Small Cap Stock Holdings,2025-10-16,36492000.00,0.00,89.40,90.41,-412000.00,-1.12,36904000.00,36904000.00,37304000.00,-400000.00,-18.93,
Debt Stock Holdings,2025-10-16,8370134.12,0.00,101.70,101.68,1509.22,0.02,8368624.90,8368624.90,8367870.29,754.61,0.00,
Equity Stock Holdings,2025-10-16,36492000.00,0.00,89.40,90.41,-412000.00,-1.12,36904000.00,36904000.00,37304000.00,-400000.00,-18.93,
Stock Holdings,2025-10-16,44862134.12,0.00,93.10,93.96,-410490.78,-0.91,45272624.90,45272624.90,45671870.29,-399245.39,-12.71,
Miscellaneous P&L,2025-10-16,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Tax,2025-10-16,-2322.41,1626.55,100.00,100.00,-2322.41,0.00,0.00,-1626.55,0.00,0.00,0.00,
Equity Holdings Tax,2025-10-16,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Equity Intraday Tax,2025-10-16,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
F&O Tax,2025-10-16,-2322.41,1626.55,100.00,100.00,-2322.41,0.00,0.00,-1626.55,0.00,0.00,0.00,
MCX Tax,2025-10-16,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Other Debits and Credits,2025-10-16,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Equity Other Debits and Credits,2025-10-16,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
NPSAR,2025-10-16,3057276.13,-50924.35,104.84,104.70,32335.73,0.13,24199523.16,3075864.75,24446911.60,20000.80,0.00,
SPSAR,2025-10-16,3036160.09,-63481.20,104.88,104.83,11219.69,0.05,24199523.16,3088421.60,24446911.60,32557.65,0.00,
NLONG,2025-10-16,83317.79,54726.25,98.31,97.98,83317.79,0.34,24199523.04,-54726.25,24446911.44,-54726.25,-2.23,
SLONG,2025-10-16,341221.33,107111.46,101.70,100.28,341221.33,1.41,24199523.04,-107111.46,24446911.44,-107111.46,-0.24,
PSAR,2025-10-16,6093436.21,-114405.54,104.86,104.77,43555.42,0.09,48399046.32,6164286.35,48893823.20,52558.45,0.00,
LONG,2025-10-16,424539.12,161837.71,99.02,98.16,424539.12,0.88,48399046.08,-161837.71,48893822.88,-161837.71,-1.46,
Total Portfolio Value,2025-10-16,6515652.92,49058.72,103.45,102.47,465772.13,0.96,48399046.00,6000822.09,48893823.00,-110905.81,-0.57,
Zerodha Total Portfolio,2025-10-16,48472736.19,0.00,96.89,96.78,55281.35,0.11,48417454.84,48417454.84,48927606.04,-510151.20,-9.49,
NPSAR1,2025-10-17,169512.55,-785.94,101.57,101.54,461.25,0.03,1352410.43,169837.24,1344417.96,1785.00,-2.50,
NPSAR10,2025-10-17,381857.93,-3467.12,106.84,106.79,1492.50,0.05,3042923.44,383832.55,3024940.38,5715.00,0.00,
NPSAR11,2025-10-17,381287.93,-1322.12,106.60,106.57,922.50,0.03,3042923.44,381687.55,3024940.38,3570.00,-0.49,
NPSAR12,2025-10-17,371983.36,-1322.12,106.82,107.12,-8382.07,-0.28,3042923.44,381687.55,3024940.38,3570.00,-0.28,
NPSAR13,2025-10-17,366787.61,6804.65,103.89,104.36,-13577.82,-0.45,3042923.44,373560.78,3024940.38,-4556.77,-0.60,
NPSAR2,2025-10-17,169512.55,-785.94,103.53,103.49,461.25,0.03,1352410.43,169837.24,1344417.96,1785.00,0.00,
NPSAR3,2025-10-17,169512.55,-785.94,102.43,102.40,461.25,0.03,1352410.43,169837.24,1344417.96,1785.00,0.00,
NPSAR4,2025-10-17,169988.80,-2627.20,103.41,103.34,937.50,0.07,1352410.43,171678.50,1344417.96,3626.25,-0.81,
NPSAR5,2025-10-17,169988.80,-2627.20,103.94,103.87,937.50,0.07,1352410.43,171678.50,1344417.96,3626.25,-0.38,
NPSAR6,2025-10-17,169797.55,-1858.44,103.24,103.18,746.25,0.06,1352410.43,170909.74,1344417.96,2857.50,-0.14,
NPSAR7,2025-10-17,169797.55,-1858.44,103.54,103.48,746.25,0.06,1352410.43,170909.74,1344417.96,2857.50,-0.14,
NPSAR8,2025-10-17,169797.55,-1858.44,104.15,104.09,746.25,0.06,1352410.43,170909.74,1344417.96,2857.50,-0.66,
NPSAR9,2025-10-17,169797.55,-1858.44,105.72,105.66,746.25,0.06,1352410.43,170909.74,1344417.96,2857.50,-0.07,
SPSAR1,2025-10-17,171724.30,729.72,103.99,103.78,2673.00,0.20,1352410.43,168321.58,1344417.96,269.33,-0.10,
SPSAR10,2025-10-17,385711.43,369.39,107.35,107.16,5346.00,0.18,3042923.44,379996.04,3024940.38,1878.49,0.00,
SPSAR11,2025-10-17,385711.43,1391.27,104.29,104.11,5346.00,0.18,3042923.44,378974.16,3024940.38,856.61,-0.36,
SPSAR12,2025-10-17,370476.79,1391.27,105.84,106.19,-9888.64,-0.32,3042923.44,378974.16,3024940.38,856.61,-0.33,
SPSAR13,2025-10-17,376842.17,3109.23,105.82,105.94,-3523.26,-0.12,3042923.44,377256.20,3024940.38,-861.35,-0.14,
SPSAR2,2025-10-17,171724.30,729.72,103.91,103.71,2673.00,0.20,1352410.43,168321.58,1344417.96,269.33,0.00,
SPSAR3,2025-10-17,171724.30,729.72,103.50,103.30,2673.00,0.20,1352410.43,168321.58,1344417.96,269.33,0.00,
SPSAR4,2025-10-17,171724.30,729.72,106.07,105.86,2673.00,0.20,1352410.43,168321.58,1344417.96,269.33,0.00,
SPSAR5,2025-10-17,171724.30,-887.14,104.78,104.57,2673.00,0.20,1352410.43,169938.44,1344417.96,1886.19,-0.32,
SPSAR6,2025-10-17,171724.30,-887.14,104.98,104.77,2673.00,0.20,1352410.43,169938.44,1344417.96,1886.19,-0.06,
SPSAR7,2025-10-17,171724.30,-351.14,103.00,102.80,2673.00,0.20,1352410.43,169402.44,1344417.96,1350.19,0.00,
SPSAR8,2025-10-17,171724.30,59.80,102.44,102.24,2673.00,0.20,1352410.43,168991.50,1344417.96,939.25,-0.50,
SPSAR9,2025-10-17,171724.30,-351.14,104.25,104.04,2673.00,0.20,1352410.43,169402.44,1344417.96,1350.19,0.00,
NLONG1,2025-10-17,-2292.01,-6459.39,101.35,101.58,-2292.01,-0.23,1014307.81,6459.39,1008313.46,6459.39,-0.90,
NLONG10,2025-10-17,-6964.39,-4925.73,100.17,100.86,-6964.39,-0.69,1014307.81,4925.73,1008313.46,4925.73,-2.64,
NLONG11,2025-10-17,-6060.92,-6624.60,96.45,97.03,-6060.92,-0.60,1014307.81,6624.60,1008313.46,6624.60,-4.59,
NLONG12,2025-10-17,-6873.05,-5138.67,97.82,98.49,-6873.05,-0.68,1014307.81,5138.67,1008313.46,5138.67,-3.41,
NLONG13,2025-10-17,-6632.00,-1564.61,95.63,96.26,-6632.00,-0.65,1014307.81,1564.61,1008313.46,1564.61,-4.83,
NLONG14,2025-10-17,-8562.21,-1533.98,95.28,96.09,-8562.21,-0.84,1014307.81,1533.98,1008313.46,1533.98,-5.18,
NLONG15,2025-10-17,-6940.83,-1564.61,96.80,97.47,-6940.83,-0.68,1014307.81,1564.61,1008313.46,1564.61,-4.79,
NLONG16,2025-10-17,-8781.75,-1533.98,98.17,99.03,-8781.75,-0.87,1014307.81,1533.98,1008313.46,1533.98,-3.28,
NLONG17,2025-10-17,-6632.00,-1564.61,95.45,96.08,-6632.00,-0.65,1014307.81,1564.61,1008313.46,1564.61,-5.01,
NLONG18,2025-10-17,-8562.21,-1533.98,95.39,96.20,-8562.21,-0.84,1014307.81,1533.98,1008313.46,1533.98,-5.07,
NLONG19,2025-10-17,-6283.27,-1870.89,97.77,98.38,-6283.27,-0.62,1014307.81,1870.89,1008313.46,1870.89,-3.82,
NLONG2,2025-10-17,-2141.55,-4925.73,99.66,99.87,-2141.55,-0.21,1014307.81,4925.73,1008313.46,4925.73,-1.83,
NLONG20,2025-10-17,-6339.09,-1533.98,98.76,99.38,-6339.09,-0.62,1014307.81,1533.98,1008313.46,1533.98,-2.55,
NLONG21,2025-10-17,-5725.02,-978.84,94.85,95.39,-5725.02,-0.56,1014307.81,978.84,1008313.46,978.84,-5.38,
NLONG22,2025-10-17,-4240.48,-978.84,95.25,95.65,-4240.48,-0.42,1014307.81,978.84,1008313.46,978.84,-5.00,
NLONG23,2025-10-17,-1935.21,392.85,97.23,97.42,-1935.21,-0.19,1014307.81,-392.85,1008313.46,-392.85,-3.12,
NLONG24,2025-10-17,-1961.26,392.85,97.74,97.93,-1961.26,-0.19,1014307.81,-392.85,1008313.46,-392.85,-2.26,
NLONG3,2025-10-17,-2649.22,-6624.60,98.05,98.31,-2649.22,-0.26,1014307.81,6624.60,1008313.46,6624.60,-3.18,
NLONG4,2025-10-17,-2361.09,-5138.67,95.17,95.39,-2361.09,-0.23,1014307.81,5138.67,1008313.46,5138.67,-4.83,
NLONG5,2025-10-17,-2171.08,-6459.39,103.00,103.22,-2171.08,-0.21,1014307.81,6459.39,1008313.46,6459.39,-0.93,
NLONG6,2025-10-17,-2451.44,-4925.73,99.55,99.79,-2451.44,-0.24,1014307.81,4925.73,1008313.46,4925.73,-2.16,
NLONG7,2025-10-17,-5868.18,-6624.60,98.55,99.12,-5868.18,-0.58,1014307.81,6624.60,1008313.46,6624.60,-3.83,
NLONG8,2025-10-17,-6680.32,-5138.67,97.29,97.94,-6680.32,-0.66,1014307.81,5138.67,1008313.46,5138.67,-3.93,
NLONG9,2025-10-17,-6561.56,-6459.39,101.98,102.64,-6561.56,-0.65,1014307.81,6459.39,1008313.46,6459.39,-1.47,
SLONG1,2025-10-17,425.42,-8690.43,100.50,100.46,425.42,0.04,1014307.81,8690.43,1008313.46,8690.43,-1.53,
SLONG10,2025-10-17,-4833.36,-8795.08,100.37,100.85,-4833.36,-0.48,1014307.81,8795.08,1008313.46,8795.08,-2.53,
SLONG11,2025-10-17,-2217.54,-28098.31,104.68,104.91,-2217.54,-0.22,1014307.81,28098.31,1008313.46,28098.31,-0.46,
SLONG12,2025-10-17,-4269.03,-27723.94,101.27,101.70,-4269.03,-0.42,1014307.81,27723.94,1008313.46,27723.94,-2.62,
SLONG13,2025-10-17,-3668.76,-1838.05,99.82,100.18,-3668.76,-0.36,1014307.81,1838.05,1008313.46,1838.05,-2.58,
SLONG14,2025-10-17,-3734.02,-1886.04,99.16,99.53,-3734.02,-0.37,1014307.81,1886.04,1008313.46,1886.04,-2.65,
SLONG15,2025-10-17,-1873.01,-34134.98,101.99,102.18,-1873.01,-0.18,1014307.81,34134.98,1008313.46,34134.98,-0.52,
SLONG16,2025-10-17,-4051.07,-24407.11,105.68,106.10,-4051.07,-0.40,1014307.81,24407.11,1008313.46,24407.11,-0.51,
