System Tag,Date,Portfolio Value,Cash In/Out,NAV,Prev NAV,PnL,Daily P/L %,Exposure Value,Prev Portfolio Value,Prev Exposure Value,Prev Pnl,Drawdown %
QTF SLONG7,2025-08-26,6099.50,0.00,100.59,100.00,6099.50,0.59,1041664.67,0.00,0.00,0.00,0.00
QTF SLONG8,2025-08-26,-5332.34,0.00,99.49,100.00,-5332.34,-0.51,1041664.67,0.00,0.00,0.00,-0.51
QTF SLONG9,2025-08-26,655.65,0.00,100.06,100.00,655.65,0.06,1041664.67,0.00,0.00,0.00,0.00
QTF Gold Stock Holdings,2025-08-26,10442283.95,10399931.85,100.41,100.00,42352.10,0.41,10399931.85,0.00,0.00,0.00,0.00
QTF Liquidcase Stock Holdings,2025-08-26,6502374.80,6500013.52,100.04,100.00,2361.28,0.04,6500013.52,0.00,0.00,0.00,0.00
QTF Low Vol Stock Holdings,2025-08-26,5174591.70,5200025.35,99.51,100.00,-25433.65,-0.49,5200025.35,0.00,0.00,0.00,-0.49
QTF QAW Momentum Stock Holdings,2025-08-26,10281327.57,10400134.69,98.86,100.00,-118807.12,-1.14,10400134.69,0.00,0.00,0.00,-1.14
QTF QTF Momentum Stock Holdings,2025-08-26,13840159.77,14000091.40,98.86,100.00,-159931.63,-1.14,14000091.40,0.00,0.00,0.00,-1.14
QTF Debt Stock Holdings,2025-08-26,6502374.80,6500013.52,100.04,100.00,2361.28,0.04,6500013.52,0.00,0.00,0.00,0.00
QTF Equity Stock Holdings,2025-08-26,39738362.99,40000183.29,99.35,100.00,-261820.30,-0.65,40000183.29,0.00,0.00,0.00,-0.65
QTF Stock Holdings,2025-08-26,46240737.79,46500196.81,99.44,100.00,-259459.02,-0.56,46500196.81,0.00,0.00,0.00,-0.56
QTF Miscellaneous P&L,2025-08-26,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
QTF Total Tax,2025-08-26,-989.65,0.00,100.00,100.00,-989.65,0.00,0.00,0.00,0.00,0.00,0.00
QTF Equity Holdings Tax,2025-08-26,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
QTF Equity Intraday Tax,2025-08-26,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
QTF F&O Tax,2025-08-26,-989.65,0.00,100.00,100.00,-989.65,0.00,0.00,0.00,0.00,0.00,0.00
QTF MCX Tax,2025-08-26,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
QTF Total Other Debits and Credits,2025-08-26,-9285.20,0.00,100.00,100.00,-9285.20,0.00,0.00,0.00,0.00,0.00,0.00
QTF Equity Other Debits and Credits,2025-08-26,-9285.20,0.00,100.00,100.00,-9285.20,0.00,0.00,0.00,0.00,0.00,0.00
QTF NPSAR,2025-08-26,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
QTF SPSAR,2025-08-26,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
QTF NLONG,2025-08-26,62336.97,0.00,100.25,100.00,62336.97,0.25,24999952.08,0.00,0.00,0.00,0.00
QTF SLONG,2025-08-26,20092.96,0.00,100.08,100.00,20092.96,0.08,24999952.08,0.00,0.00,0.00,0.00
QTF PSAR,2025-08-26,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
QTF LONG,2025-08-26,82429.93,0.00,100.16,100.00,82429.93,0.16,49999904.16,0.00,0.00,0.00,0.00
QTF Total Portfolio Value,2025-08-26,172280.28,72714.86,100.20,100.00,99565.42,0.20,49999904.00,0.00,0.00,0.00,0.00
QTF Zerodha Total Portfolio,2025-08-26,49830725.90,49999904.70,99.66,100.00,-169178.80,-0.34,49999904.70,0.00,0.00,0.00,-0.34
QTF DMA1,2025-08-28,308040.00,20443.51,100.73,100.06,196756.49,0.66,29599943.00,90840.00,29599943.00,18125.14,0.00
QTF NLONG1,2025-08-28,15395.39,-1021.04,101.58,100.10,15395.39,1.48,1041664.67,1021.04,1041664.67,1021.04,0.00
QTF NLONG10,2025-08-28,17818.56,-4758.85,102.18,100.46,17818.56,1.71,1041664.67,4758.85,1041664.67,4758.85,0.00
QTF NLONG11,2025-08-28,29294.04,-5570.86,103.36,100.53,29294.04,2.81,1041664.67,5570.86,1041664.67,5570.86,0.00
QTF NLONG12,2025-08-28,18666.39,-4758.85,102.26,100.46,18666.39,1.79,1041664.67,4758.85,1041664.67,4758.85,0.00
QTF NLONG13,2025-08-28,19496.45,-632.82,101.93,100.06,19496.45,1.87,1041664.67,632.82,1041664.67,632.82,0.00
QTF NLONG14,2025-08-28,20050.91,-632.82,101.99,100.06,20050.91,1.92,1041664.67,632.82,1041664.67,632.82,0.00
QTF NLONG15,2025-08-28,18671.35,-632.82,101.85,100.06,18671.35,1.79,1041664.67,632.82,1041664.67,632.82,0.00
QTF NLONG16,2025-08-28,15303.58,-632.82,101.53,100.06,15303.58,1.47,1041664.67,632.82,1041664.67,632.82,0.00
QTF NLONG17,2025-08-28,19496.45,-632.82,101.93,100.06,19496.45,1.87,1041664.67,632.82,1041664.67,632.82,0.00
QTF NLONG18,2025-08-28,20050.91,-632.82,101.99,100.06,20050.91,1.92,1041664.67,632.82,1041664.67,632.82,0.00
QTF NLONG19,2025-08-28,20013.91,-632.82,101.98,100.06,20013.91,1.92,1041664.67,632.82,1041664.67,632.82,0.00
QTF NLONG2,2025-08-28,17818.56,-3929.12,102.10,100.38,17818.56,1.71,1041664.67,3929.12,1041664.67,3929.12,0.00
QTF NLONG20,2025-08-28,15623.97,-632.82,101.56,100.06,15623.97,1.50,1041664.67,632.82,1041664.67,632.82,0.00
QTF NLONG21,2025-08-28,19816.84,-632.82,101.96,100.06,19816.84,1.90,1041664.67,632.82,1041664.67,632.82,0.00
QTF NLONG22,2025-08-28,20214.92,-632.82,102.00,100.06,20214.92,1.94,1041664.67,632.82,1041664.67,632.82,0.00
QTF NLONG23,2025-08-28,33865.70,-632.82,103.31,100.06,33865.70,3.25,1041664.67,632.82,1041664.67,632.82,0.00
QTF NLONG24,2025-08-28,41206.68,-632.82,104.02,100.06,41206.68,3.96,1041664.67,632.82,1041664.67,632.82,0.00
QTF NLONG3,2025-08-28,25803.72,-5570.86,103.02,100.53,25803.72,2.48,1041664.67,5570.86,1041664.67,5570.86,0.00
QTF NLONG4,2025-08-28,18666.39,-3634.94,102.15,100.35,18666.39,1.79,1041664.67,3634.94,1041664.67,3634.94,0.00
QTF NLONG5,2025-08-28,24693.80,-5570.86,102.91,100.53,24693.80,2.37,1041664.67,5570.86,1041664.67,5570.86,0.00
QTF NLONG6,2025-08-28,17818.56,-4027.18,102.11,100.39,17818.56,1.71,1041664.67,4027.18,1041664.67,4027.18,0.00
QTF NLONG7,2025-08-28,29294.04,-5570.86,103.36,100.53,29294.04,2.81,1041664.67,5570.86,1041664.67,5570.86,0.00
QTF NLONG8,2025-08-28,18666.39,-4758.85,102.26,100.46,18666.39,1.79,1041664.67,4758.85,1041664.67,4758.85,0.00
QTF NLONG9,2025-08-28,24693.80,-5570.86,102.91,100.53,24693.80,2.37,1041664.67,5570.86,1041664.67,5570.86,0.00
QTF SLONG1,2025-08-28,5454.00,-655.65,100.58,100.06,5454.00,0.52,1041664.67,655.65,1041664.67,655.65,0.00
QTF SLONG10,2025-08-28,6339.67,-1403.21,100.74,100.13,6339.67,0.61,1041664.67,1403.21,1041664.67,1403.21,0.00
QTF SLONG11,2025-08-28,1433.75,-6099.50,100.73,100.59,1433.75,0.14,1041664.67,6099.50,1041664.67,6099.50,0.00
QTF SLONG12,2025-08-28,0.00,5332.34,99.49,99.49,0.00,0.00,1041664.67,-5332.34,1041664.67,-5332.34,-0.51
QTF SLONG13,2025-08-28,5461.14,-43.69,100.52,100.00,5461.14,0.52,1041664.67,43.69,1041664.67,43.69,0.00
QTF SLONG14,2025-08-28,5689.23,-43.69,100.55,100.00,5689.23,0.55,1041664.67,43.69,1041664.67,43.69,0.00
QTF SLONG15,2025-08-28,37.38,0.00,100.00,100.00,37.38,0.00,1041664.67,0.00,1041664.67,0.00,0.00
QTF SLONG16,2025-08-28,5938.89,-3787.26,100.93,100.36,5938.89,0.57,1041664.67,3787.26,1041664.67,3787.26,0.00
QTF SLONG17,2025-08-28,5461.14,-43.69,100.52,100.00,5461.14,0.52,1041664.67,43.69,1041664.67,43.69,0.00
QTF SLONG18,2025-08-28,5689.23,-43.69,100.55,100.00,5689.23,0.55,1041664.67,43.69,1041664.67,43.69,0.00
QTF SLONG19,2025-08-28,44.50,0.00,100.00,100.00,44.50,0.00,1041664.67,0.00,1041664.67,0.00,0.00
QTF SLONG2,2025-08-28,6339.67,-1194.02,100.72,100.11,6339.67,0.61,1041664.67,1194.02,1041664.67,1194.02,0.00
QTF SLONG20,2025-08-28,5886.00,-3787.26,100.93,100.36,5886.00,0.57,1041664.67,3787.26,1041664.67,3787.26,0.00
QTF SLONG21,2025-08-28,5646.25,-43.69,100.54,100.00,5646.25,0.54,1041664.67,43.69,1041664.67,43.69,0.00
QTF SLONG22,2025-08-28,6052.33,-43.69,100.58,100.00,6052.33,0.58,1041664.67,43.69,1041664.67,43.69,0.00
QTF SLONG23,2025-08-28,677.13,0.00,100.07,100.00,677.13,0.07,1041664.67,0.00,1041664.67,0.00,0.00
QTF SLONG24,2025-08-28,6518.63,-3787.26,100.99,100.36,6518.63,0.63,1041664.67,3787.26,1041664.67,3787.26,0.00
QTF SLONG3,2025-08-28,1311.70,-6099.50,100.72,100.59,1311.70,0.13,1041664.67,6099.50,1041664.67,6099.50,0.00
QTF SLONG4,2025-08-28,0.00,5406.74,99.48,99.48,0.00,0.00,1041664.67,-5406.74,1041664.67,-5406.74,-0.52
QTF SLONG5,2025-08-28,7269.56,-655.65,100.76,100.06,7269.56,0.70,1041664.67,655.65,1041664.67,655.65,0.00
QTF SLONG6,2025-08-28,6339.67,-1677.78,100.77,100.16,6339.67,0.61,1041664.67,1677.78,1041664.67,1677.78,0.00
QTF SLONG7,2025-08-28,1433.75,-6099.50,100.73,100.59,1433.75,0.14,1041664.67,6099.50,1041664.67,6099.50,0.00
QTF SLONG8,2025-08-28,0.00,5332.34,99.49,99.49,0.00,0.00,1041664.67,-5332.34,1041664.67,-5332.34,-0.51
QTF SLONG9,2025-08-28,7269.56,-655.65,100.76,100.06,7269.56,0.70,1041664.67,655.65,1041664.67,655.65,0.00
QTF Gold Stock Holdings,2025-08-28,10515777.30,0.00,101.11,100.41,73493.35,0.70,10442283.95,10442283.95,10399931.85,42352.10,0.00
QTF Liquidcase Stock Holdings,2025-08-28,6502374.80,0.00,100.04,100.04,0.00,0.00,6502374.80,6502374.80,6500013.52,2361.28,0.00
QTF Low Vol Stock Holdings,2025-08-28,5142221.60,0.00,98.88,99.51,-32370.10,-0.63,5174591.70,5174591.70,5200025.35,-25433.65,-1.12
QTF QAW Momentum Stock Holdings,2025-08-28,10187631.63,0.00,97.96,98.86,-93695.94,-0.91,10281327.57,10281327.57,10400134.69,-118807.12,-2.04
QTF QTF Momentum Stock Holdings,2025-08-28,13714031.43,0.00,97.96,98.86,-126128.34,-0.91,13840159.77,13840159.77,14000091.40,-159931.63,-2.04
QTF Debt Stock Holdings,2025-08-28,6502374.80,0.00,100.04,100.04,0.00,0.00,6502374.80,6502374.80,6500013.52,2361.28,0.00
QTF Equity Stock Holdings,2025-08-28,39559661.96,0.00,98.90,99.35,-178701.03,-0.45,39738362.99,39738362.99,40000183.29,-261820.30,-1.10
QTF Stock Holdings,2025-08-28,46062036.76,0.00,99.05,99.44,-178701.03,-0.39,46240737.79,46240737.79,46500196.81,-259459.02,-0.95
QTF Miscellaneous P&L,2025-08-28,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
QTF Total Tax,2025-08-28,-3337.48,989.65,100.00,100.00,-3337.48,0.00,0.00,-989.65,0.00,0.00,0.00
QTF Equity Holdings Tax,2025-08-28,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
QTF Equity Intraday Tax,2025-08-28,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
QTF F&O Tax,2025-08-28,-3337.48,989.65,100.00,100.00,-3337.48,0.00,0.00,-989.65,0.00,0.00,0.00
QTF MCX Tax,2025-08-28,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
QTF Total Other Debits and Credits,2025-08-28,0.00,9285.20,100.00,100.00,0.00,0.00,0.00,-9285.20,0.00,0.00,0.00
QTF Equity Other Debits and Credits,2025-08-28,0.00,9285.20,100.00,100.00,0.00,0.00,0.00,-9285.20,0.00,0.00,0.00
QTF NPSAR,2025-08-28,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
QTF SPSAR,2025-08-28,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
QTF NLONG,2025-08-28,522441.31,-62336.97,102.34,100.25,522441.31,2.09,24999952.08,62336.97,24999952.08,62336.97,0.00
QTF SLONG,2025-08-28,96293.18,-20092.96,100.47,100.08,96293.18,0.39,24999952.08,20092.96,24999952.08,20092.96,0.00
QTF PSAR,2025-08-28,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
QTF LONG,2025-08-28,618734.49,-82429.93,101.40,100.16,618734.49,1.24,49999904.16,82429.93,49999904.16,82429.93,0.00
QTF Total Portfolio Value,2025-08-28,923437.01,-60996.77,101.82,100.20,812153.50,1.62,49999904.00,172280.28,49999904.00,99565.42,0.00
QTF Zerodha Total Portfolio,2025-08-28,50464178.37,0.00,100.93,99.66,633452.47,1.27,49830725.90,49830725.90,49999904.70,-169178.80,0.00
QTF NPSAR1,2025-08-29,178875.78,173610.78,100.38,100.00,5265.00,0.38,1388886.23,0.00,0.00,0.00,0.00
QTF NPSAR10,2025-08-29,401154.25,390624.25,100.34,100.00,10530.00,0.34,3124994.00,0.00,0.00,0.00,0.00
QTF NPSAR11,2025-08-29,389124.02,390624.25,99.95,100.00,-1500.23,-0.05,3124994.00,0.00,0.00,0.00,-0.05
QTF NPSAR12,2025-08-29,386366.75,390624.25,99.86,100.00,-4257.50,-0.14,3124994.00,0.00,0.00,0.00,-0.14
QTF NPSAR13,2025-08-29,386139.21,390624.25,99.86,100.00,-4485.04,-0.14,3124994.00,0.00,0.00,0.00,-0.14
QTF NPSAR2,2025-08-29,178875.78,173610.78,100.38,100.00,5265.00,0.38,1388886.23,0.00,0.00,0.00,0.00
QTF NPSAR3,2025-08-29,178875.78,173610.78,100.38,100.00,5265.00,0.38,1388886.23,0.00,0.00,0.00,0.00
QTF NPSAR4,2025-08-29,178875.78,173610.78,100.38,100.00,5265.00,0.38,1388886.23,0.00,0.00,0.00,0.00
QTF NPSAR5,2025-08-29,178875.78,173610.78,100.38,100.00,5265.00,0.38,1388886.23,0.00,0.00,0.00,0.00
QTF NPSAR6,2025-08-29,178875.78,173610.78,100.38,100.00,5265.00,0.38,1388886.23,0.00,0.00,0.00,0.00
QTF NPSAR7,2025-08-29,178875.78,173610.78,100.38,100.00,5265.00,0.38,1388886.23,0.00,0.00,0.00,0.00
QTF NPSAR8,2025-08-29,178875.78,173610.78,100.38,100.00,5265.00,0.38,1388886.23,0.00,0.00,0.00,0.00
QTF NPSAR9,2025-08-29,178875.78,173610.78,100.38,100.00,5265.00,0.38,1388886.23,0.00,0.00,0.00,0.00
QTF SPSAR1,2025-08-29,176025.78,173610.78,100.17,100.00,2415.00,0.17,1388886.23,0.00,0.00,0.00,0.00
QTF SPSAR10,2025-08-29,394568.25,390624.25,100.13,100.00,3944.00,0.13,3124994.00,0.00,0.00,0.00,0.00
QTF SPSAR11,2025-08-29,390048.34,390624.25,99.98,100.00,-575.91,-0.02,3124994.00,0.00,0.00,0.00,-0.02
QTF SPSAR12,2025-08-29,386278.27,390624.25,99.86,100.00,-4345.98,-0.14,3124994.00,0.00,0.00,0.00,-0.14
QTF SPSAR13,2025-08-29,385860.76,390624.25,99.85,100.00,-4763.49,-0.15,3124994.00,0.00,0.00,0.00,-0.15
QTF SPSAR2,2025-08-29,175582.78,173610.78,100.14,100.00,1972.00,0.14,1388886.23,0.00,0.00,0.00,0.00
QTF SPSAR3,2025-08-29,175582.78,173610.78,100.14,100.00,1972.00,0.14,1388886.23,0.00,0.00,0.00,0.00
QTF SPSAR4,2025-08-29,175582.78,173610.78,100.14,100.00,1972.00,0.14,1388886.23,0.00,0.00,0.00,0.00
QTF SPSAR5,2025-08-29,175582.78,173610.78,100.14,100.00,1972.00,0.14,1388886.23,0.00,0.00,0.00,0.00
QTF SPSAR6,2025-08-29,175582.78,173610.78,100.14,100.00,1972.00,0.14,1388886.23,0.00,0.00,0.00,0.00
QTF SPSAR7,2025-08-29,175582.78,173610.78,100.14,100.00,1972.00,0.14,1388886.23,0.00,0.00,0.00,0.00
QTF SPSAR8,2025-08-29,175582.78,173610.78,100.14,100.00,1972.00,0.14,1388886.23,0.00,0.00,0.00,0.00
QTF SPSAR9,2025-08-29,175582.78,173610.78,100.14,100.00,1972.00,0.14,1388886.23,0.00,0.00,0.00,0.00
QTF DMA1,2025-08-29,333060.00,0.00,100.82,100.73,25020.00,0.08,29599943.00,308040.00,29599943.00,196756.49,0.00
QTF NLONG1,2025-08-29,-1552.38,-15395.39,101.43,101.58,-1552.38,-0.15,1041664.67,15395.39,1041664.67,15395.39,-0.15
QTF NLONG10,2025-08-29,-3007.15,-17818.56,101.89,102.18,-3007.15,-0.29,1041664.67,17818.56,1041664.67,17818.56,-0.28
QTF NLONG11,2025-08-29,0.00,-29294.04,103.36,103.36,0.00,0.00,1041664.67,29294.04,1041664.67,29294.04,0.00
QTF NLONG12,2025-08-29,-1708.02,-18666.39,102.09,102.26,-1708.02,-0.16,1041664.67,18666.39,1041664.67,18666.39,-0.17
QTF NLONG13,2025-08-29,-230.60,-19496.45,101.91,101.93,-230.60,-0.02,1041664.67,19496.45,1041664.67,19496.45,-0.02
QTF NLONG14,2025-08-29,55.69,-20050.91,102.00,101.99,55.69,0.01,1041664.67,20050.91,1041664.67,20050.91,0.00
QTF NLONG15,2025-08-29,1576.49,-18671.35,102.00,101.85,1576.49,0.15,1041664.67,18671.35,1041664.67,18671.35,0.00
QTF NLONG16,2025-08-29,1576.49,-15303.58,101.68,101.53,1576.49,0.15,1041664.67,15303.58,1041664.67,15303.58,0.00
QTF NLONG17,2025-08-29,-230.60,-19496.45,101.91,101.93,-230.60,-0.02,1041664.67,19496.45,1041664.67,19496.45,-0.02
QTF NLONG18,2025-08-29,55.69,-20050.91,102.00,101.99,55.69,0.01,1041664.67,20050.91,1041664.67,20050.91,0.00
QTF NLONG19,2025-08-29,1576.49,-20013.91,102.13,101.98,1576.49,0.15,1041664.67,20013.91,1041664.67,20013.91,0.00
QTF NLONG2,2025-08-29,-3007.15,-17818.56,101.81,102.10,-3007.15,-0.29,1041664.67,17818.56,1041664.67,17818.56,-0.28
QTF NLONG20,2025-08-29,1576.49,-15623.97,101.71,101.56,1576.49,0.15,1041664.67,15623.97,1041664.67,15623.97,0.00
QTF NLONG21,2025-08-29,-230.60,-19816.84,101.94,101.96,-230.60,-0.02,1041664.67,19816.84,1041664.67,19816.84,-0.02
QTF NLONG22,2025-08-29,55.69,-20214.92,102.01,102.00,55.69,0.01,1041664.67,20214.92,1041664.67,20214.92,0.00
QTF NLONG23,2025-08-29,1576.49,-33865.70,103.47,103.31,1576.49,0.15,1041664.67,33865.70,1041664.67,33865.70,0.00
QTF NLONG24,2025-08-29,-1447.52,-41206.68,103.88,104.02,-1447.52,-0.14,1041664.67,41206.68,1041664.67,41206.68,-0.13
QTF NLONG3,2025-08-29,0.00,-25803.72,103.02,103.02,0.00,0.00,1041664.67,25803.72,1041664.67,25803.72,0.00
QTF NLONG4,2025-08-29,-1708.02,-18666.39,101.98,102.15,-1708.02,-0.16,1041664.67,18666.39,1041664.67,18666.39,-0.17
QTF NLONG5,2025-08-29,-1807.09,-24693.80,102.73,102.91,-1807.09,-0.17,1041664.67,24693.80,1041664.67,24693.80,-0.17
QTF NLONG6,2025-08-29,-3007.15,-17818.56,101.82,102.11,-3007.15,-0.29,1041664.67,17818.56,1041664.67,17818.56,-0.28
QTF NLONG7,2025-08-29,0.00,-29294.04,103.36,103.36,0.00,0.00,1041664.67,29294.04,1041664.67,29294.04,0.00
QTF NLONG8,2025-08-29,-1708.02,-18666.39,102.09,102.26,-1708.02,-0.16,1041664.67,18666.39,1041664.67,18666.39,-0.17
QTF NLONG9,2025-08-29,-1807.09,-24693.80,102.73,102.91,-1807.09,-0.17,1041664.67,24693.80,1041664.67,24693.80,-0.17
QTF SLONG1,2025-08-29,-1484.28,-5454.00,100.44,100.58,-1484.28,-0.14,1041664.67,5454.00,1041664.67,5454.00,-0.14
QTF SLONG10,2025-08-29,-689.30,-6339.67,100.67,100.74,-689.30,-0.07,1041664.67,6339.67,1041664.67,6339.67,-0.07
QTF SLONG11,2025-08-29,-1186.71,-1433.75,100.62,100.73,-1186.71,-0.11,1041664.67,1433.75,1041664.67,1433.75,-0.11
QTF SLONG12,2025-08-29,-689.30,0.00,99.42,99.49,-689.30,-0.07,1041664.67,0.00,1041664.67,0.00,-0.58
QTF SLONG13,2025-08-29,1444.73,-5461.14,100.66,100.52,1444.73,0.14,1041664.67,5461.14,1041664.67,5461.14,0.00
QTF SLONG14,2025-08-29,-338.35,-5689.23,100.52,100.55,-338.35,-0.03,1041664.67,5689.23,1041664.67,5689.23,-0.03
QTF SLONG15,2025-08-29,1976.20,-37.38,100.19,100.00,1976.20,0.19,1041664.67,37.38,1041664.67,37.38,0.00
