System Tag,Date,Portfolio Value,Cash In/Out,NAV,Prev NAV,PnL,Daily P/L %,Exposure Value,Prev Portfolio Value,Prev Exposure Value,Prev Pnl,Drawdown %
QYE NLONG19,2025-11-28,0.00,0.00,100.00,100.00,0.00,0.00,1666666.67,0.00,0.00,0.00,0.00
QYE NLONG2,2025-11-28,0.00,0.00,100.00,100.00,0.00,0.00,1666666.67,0.00,0.00,0.00,0.00
QYE NLONG20,2025-11-28,0.00,0.00,100.00,100.00,0.00,0.00,1666666.67,0.00,0.00,0.00,0.00
QYE NLONG21,2025-11-28,0.00,0.00,100.00,100.00,0.00,0.00,1666666.67,0.00,0.00,0.00,0.00
QYE NLONG22,2025-11-28,0.00,0.00,100.00,100.00,0.00,0.00,1666666.67,0.00,0.00,0.00,0.00
QYE NLONG23,2025-11-28,0.00,0.00,100.00,100.00,0.00,0.00,1666666.67,0.00,0.00,0.00,0.00
QYE NLONG24,2025-11-28,0.00,0.00,100.00,100.00,0.00,0.00,1666666.67,0.00,0.00,0.00,0.00
QYE NLONG3,2025-11-28,0.00,0.00,100.00,100.00,0.00,0.00,1666666.67,0.00,0.00,0.00,0.00
QYE NLONG4,2025-11-28,0.00,0.00,100.00,100.00,0.00,0.00,1666666.67,0.00,0.00,0.00,0.00
QYE NLONG5,2025-11-28,0.00,0.00,100.00,100.00,0.00,0.00,1666666.67,0.00,0.00,0.00,0.00
QYE NLONG6,2025-11-28,0.00,0.00,100.00,100.00,0.00,0.00,1666666.67,0.00,0.00,0.00,0.00
QYE NLONG7,2025-11-28,0.00,0.00,100.00,100.00,0.00,0.00,1666666.67,0.00,0.00,0.00,0.00
QYE NLONG8,2025-11-28,0.00,0.00,100.00,100.00,0.00,0.00,1666666.67,0.00,0.00,0.00,0.00
QYE NLONG9,2025-11-28,0.00,0.00,100.00,100.00,0.00,0.00,1666666.67,0.00,0.00,0.00,0.00
QYE SLONG1,2025-11-28,0.00,0.00,100.00,100.00,0.00,0.00,1666666.67,0.00,0.00,0.00,0.00
QYE SLONG10,2025-11-28,0.00,0.00,100.00,100.00,0.00,0.00,1666666.67,0.00,0.00,0.00,0.00
QYE SLONG11,2025-11-28,0.00,0.00,100.00,100.00,0.00,0.00,1666666.67,0.00,0.00,0.00,0.00
