System Tag,Date,Portfolio Value,Cash In/Out,NAV,Prev NAV,PnL,Daily P/L %,Exposure Value,Prev Portfolio Value,Prev Exposure Value,Prev Pnl,Drawdown %
SPSAR3,2026-01-20,173692.59,169215.59,100.33,100.00,4477.00,0.33,1353724.68,0.00,0.00,0.00,0.00
SPSAR4,2026-01-20,175255.59,169215.59,100.45,100.00,6040.00,0.45,1353724.68,0.00,0.00,0.00,0.00
SPSAR5,2026-01-20,175255.59,169215.59,100.45,100.00,6040.00,0.45,1353724.68,0.00,0.00,0.00,0.00
SPSAR6,2026-01-20,175255.59,169215.59,100.45,100.00,6040.00,0.45,1353724.68,0.00,0.00,0.00,0.00
SPSAR7,2026-01-20,175255.59,169215.59,100.45,100.00,6040.00,0.45,1353724.68,0.00,0.00,0.00,0.00
SPSAR8,2026-01-20,175255.59,169215.59,100.45,100.00,6040.00,0.45,1353724.68,0.00,0.00,0.00,0.00
SPSAR9,2026-01-20,175255.59,169215.59,100.45,100.00,6040.00,0.45,1353724.68,0.00,0.00,0.00,0.00
NLONG1,2026-01-20,6463.81,0.00,100.64,100.00,6463.81,0.64,1015293.50,0.00,0.00,0.00,0.00
NLONG10,2026-01-20,7512.02,0.00,100.74,100.00,7512.02,0.74,1015293.50,0.00,0.00,0.00,0.00
NLONG11,2026-01-20,30565.84,0.00,103.01,100.00,30565.84,3.01,1015293.50,0.00,0.00,0.00,0.00
NLONG12,2026-01-20,24039.69,0.00,102.37,100.00,24039.69,2.37,1015293.50,0.00,0.00,0.00,0.00
NLONG13,2026-01-20,4542.52,0.00,100.45,100.00,4542.52,0.45,1015293.50,0.00,0.00,0.00,0.00
NLONG14,2026-01-20,3316.68,0.00,100.33,100.00,3316.68,0.33,1015293.50,0.00,0.00,0.00,0.00
NLONG15,2026-01-20,23099.50,0.00,102.28,100.00,23099.50,2.28,1015293.50,0.00,0.00,0.00,0.00
NLONG16,2026-01-20,17925.29,0.00,101.77,100.00,17925.29,1.77,1015293.50,0.00,0.00,0.00,0.00
NLONG17,2026-01-20,4542.52,0.00,100.45,100.00,4542.52,0.45,1015293.50,0.00,0.00,0.00,0.00
NLONG18,2026-01-20,3316.68,0.00,100.33,100.00,3316.68,0.33,1015293.50,0.00,0.00,0.00,0.00
NLONG19,2026-01-20,23099.50,0.00,102.28,100.00,23099.50,2.28,1015293.50,0.00,0.00,0.00,0.00
NLONG2,2026-01-20,7512.02,0.00,100.74,100.00,7512.02,0.74,1015293.50,0.00,0.00,0.00,0.00
NLONG20,2026-01-20,17925.29,0.00,101.77,100.00,17925.29,1.77,1015293.50,0.00,0.00,0.00,0.00
NLONG21,2026-01-20,2888.00,0.00,100.28,100.00,2888.00,0.28,1015293.50,0.00,0.00,0.00,0.00
NLONG22,2026-01-20,2495.69,0.00,100.25,100.00,2495.69,0.25,1015293.50,0.00,0.00,0.00,0.00
NLONG23,2026-01-20,29297.20,0.00,102.89,100.00,29297.20,2.89,1015293.50,0.00,0.00,0.00,0.00
NLONG24,2026-01-20,32396.21,0.00,103.19,100.00,32396.21,3.19,1015293.50,0.00,0.00,0.00,0.00
NLONG3,2026-01-20,30391.56,0.00,102.99,100.00,30391.56,2.99,1015293.50,0.00,0.00,0.00,0.00
NLONG4,2026-01-20,24039.69,0.00,102.37,100.00,24039.69,2.37,1015293.50,0.00,0.00,0.00,0.00
NLONG5,2026-01-20,7867.40,0.00,100.77,100.00,7867.40,0.77,1015293.50,0.00,0.00,0.00,0.00
NLONG6,2026-01-20,7512.02,0.00,100.74,100.00,7512.02,0.74,1015293.50,0.00,0.00,0.00,0.00
NLONG7,2026-01-20,30565.84,0.00,103.01,100.00,30565.84,3.01,1015293.50,0.00,0.00,0.00,0.00
NLONG8,2026-01-20,24039.69,0.00,102.37,100.00,24039.69,2.37,1015293.50,0.00,0.00,0.00,0.00
