System Tag,Date,Portfolio Value,Cash In/Out,NAV,Prev NAV,PnL,Daily P/L %,Exposure Value,Prev Portfolio Value,Prev Exposure Value,Prev Pnl,Drawdown %
NLONG10,2026-01-19,0.00,0.00,100.00,100.00,0.00,0.00,3736099.83,0.00,3756948.19,0.00,0.00
NLONG11,2026-01-19,-18637.92,25427.66,98.82,99.32,-18637.92,-0.50,3736099.83,-25427.66,3756948.19,-25427.66,-1.18
NLONG12,2026-01-19,0.00,0.00,100.00,100.00,0.00,0.00,3736099.83,0.00,3756948.19,0.00,0.00
NLONG13,2026-01-19,22308.20,-4748.41,100.73,100.13,22308.20,0.60,3736099.83,4748.41,3756948.19,4748.41,0.00
NLONG14,2026-01-19,22097.34,-4748.41,100.72,100.13,22097.34,0.59,3736099.83,4748.41,3756948.19,4748.41,0.00
NLONG15,2026-01-19,29832.21,-4748.41,100.93,100.13,29832.21,0.80,3736099.83,4748.41,3756948.19,4748.41,0.00
NLONG16,2026-01-19,21751.41,-4748.41,100.71,100.13,21751.41,0.58,3736099.83,4748.41,3756948.19,4748.41,0.00
NLONG17,2026-01-19,22308.20,-4748.41,100.73,100.13,22308.20,0.60,3736099.83,4748.41,3756948.19,4748.41,0.00
NLONG18,2026-01-19,22097.34,-4748.41,100.72,100.13,22097.34,0.59,3736099.83,4748.41,3756948.19,4748.41,0.00
NLONG19,2026-01-19,29832.21,-1229.73,100.83,100.03,29832.21,0.80,3736099.83,1229.73,3756948.19,1229.73,0.00
NLONG2,2026-01-19,0.00,23996.99,99.36,99.36,0.00,0.00,3736099.83,-23996.99,3756948.19,-23996.99,-0.64
NLONG20,2026-01-19,21751.41,-1229.73,100.61,100.03,21751.41,0.58,3736099.83,1229.73,3756948.19,1229.73,0.00
NLONG21,2026-01-19,22308.20,254.71,100.59,99.99,22308.20,0.60,3736099.83,-254.71,3756948.19,-254.71,0.00
NLONG22,2026-01-19,22097.34,254.71,100.58,99.99,22097.34,0.59,3736099.83,-254.71,3756948.19,-254.71,0.00
NLONG23,2026-01-19,33595.84,-817.39,100.92,100.02,33595.84,0.90,3736099.83,817.39,3756948.19,817.39,0.00
NLONG24,2026-01-19,22295.41,-817.39,100.62,100.02,22295.41,0.60,3736099.83,817.39,3756948.19,817.39,0.00
NLONG3,2026-01-19,-47528.91,31427.14,97.90,99.16,-47528.91,-1.27,3736099.83,-31427.14,3756948.19,-31427.14,-2.10
NLONG4,2026-01-19,0.00,23996.99,99.36,99.36,0.00,0.00,3736099.83,-23996.99,3756948.19,-23996.99,-0.64
NLONG5,2026-01-19,-13700.83,31097.65,98.81,99.17,-13700.83,-0.37,3736099.83,-31097.65,3756948.19,-31097.65,-1.19
NLONG6,2026-01-19,0.00,22627.03,99.40,99.40,0.00,0.00,3736099.83,-22627.03,3756948.19,-22627.03,-0.60
