System Tag,Date,Portfolio Value,Cash In/Out,NAV,Prev NAV,PnL,Daily P/L %,Exposure Value,Prev Portfolio Value,Prev Exposure Value,Prev Pnl,Drawdown %,,,,,,,,,,,,
Equity Intraday Tax,2026-01-05,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
QAW F&O Tax,2026-01-05,-381.17,164.86,100.00,100.00,-381.17,0.00,0.00,-164.86,0.00,-164.86,0.00,,,,,,,,,,,,
QYE F&O Tax,2026-01-05,-4713.98,2033.20,100.00,100.00,-4713.98,0.00,0.00,-2033.20,0.00,-2033.20,0.00,,,,,,,,,,,,
F&O Tax,2026-01-05,-5095.15,2198.06,100.00,100.00,-5095.15,0.00,0.00,-2198.06,0.00,0.00,0.00,,,,,,,,,,,,
MCX Tax,2026-01-05,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
Total Other Debits and Credits,2026-01-05,-15.34,0.00,100.00,100.00,-15.34,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
Equity Other Debits and Credits,2026-01-05,-15.34,0.00,100.00,100.00,-15.34,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
QAW NPSAR,2026-01-05,1385544.86,-4350.97,101.11,101.16,-2812.71,-0.05,5553430.31,1392708.54,5511932.54,14725.41,-0.05,,,,,,,,,,,,
QYE NPSAR,2026-01-05,17135063.21,-6338.51,100.14,100.19,-34784.84,-0.05,68679392.49,17176186.56,67978316.28,181607.57,-0.05,,,,,,,,,,,,
NPSAR,2026-01-05,18520608.15,-10689.47,101.11,101.16,-37597.55,-0.05,74232822.81,18568895.18,73490248.82,196332.98,-0.05,,,,,,,,,,,,
QAW SPSAR,2026-01-05,1385455.83,-52.54,101.60,101.65,-2901.75,-0.05,5553430.31,1388410.12,5511932.54,10426.99,-0.05,,,,,,,,,,,,
QYE SPSAR,2026-01-05,17133962.10,46673.69,100.48,100.53,-35885.95,-0.05,68679392.49,17123174.36,67978316.28,128595.36,-0.05,,,,,,,,,,,,
SPSAR,2026-01-05,18519418.00,46621.19,101.60,101.65,-38787.70,-0.05,74232822.81,18511584.55,73490248.82,139022.35,-0.05,,,,,,,,,,,,
QAW NLONG,2026-01-05,2653.52,-3260.11,103.43,103.38,2653.52,0.05,5553430.29,3260.11,5511932.52,3260.11,-0.19,,,,,,,,,,,,
QYE NLONG,2026-01-05,32816.18,-40206.79,99.93,99.88,32816.18,0.05,68679392.19,40206.79,67978316.04,40206.79,-0.19,,,,,,,,,,,,
NLONG,2026-01-05,35469.70,-43466.90,103.43,103.38,35469.70,0.05,74232822.48,43466.90,73490248.56,43466.90,-0.19,,,,,,,,,,,,
QAW SLONG,2026-01-05,1589.44,-1113.63,99.39,99.36,1589.44,0.03,5553430.29,1113.63,5511932.52,1113.63,-0.73,,,,,,,,,,,,
QYE SLONG,2026-01-05,19656.61,-13734.39,99.27,99.24,19656.61,0.03,68679392.19,13734.39,67978316.04,13734.39,-0.73,,,,,,,,,,,,
SLONG,2026-01-05,21246.05,-14848.02,99.39,99.36,21246.05,0.03,74232822.48,14848.02,73490248.56,14848.02,-0.73,,,,,,,,,,,,
QAW PSAR,2026-01-05,2771000.69,-4403.51,101.35,101.41,-5714.46,-0.05,11106860.63,2781118.66,11023865.08,25152.40,-0.05,,,,,,,,,,,,
QYE PSAR,2026-01-05,34269025.31,40335.18,100.31,100.36,-70670.79,-0.05,137358784.99,34299360.92,135956632.55,310202.93,-0.05,,,,,,,,,,,,
PSAR,2026-01-05,37040026.16,35931.73,101.35,101.41,-76385.25,-0.05,148465645.62,37080479.74,146980497.64,335355.33,-0.05,,,,,,,,,,,,
QAW LONG,2026-01-05,4242.96,-4373.75,101.39,101.36,4242.96,0.04,11106860.58,4373.75,11023865.04,4373.75,-0.40,,,,,,,,,,,,
QYE LONG,2026-01-05,52472.79,-53941.17,99.60,99.56,52472.79,0.04,137358784.38,53941.17,135956632.07,53941.17,-0.40,,,,,,,,,,,,
LONG,2026-01-05,56715.75,-58314.92,101.39,101.36,56715.75,0.04,148465644.96,58314.92,146980497.12,58314.92,-0.40,,,,,,,,,,,,
QAW Total Portfolio Value,2026-01-05,2774862.48,-8612.40,101.98,102.00,-1852.67,-0.02,11106860.58,2785327.55,11023865.03,29361.29,-0.57,,,,,,,,,,,,
QYE Total Portfolio Value,2026-01-05,34316784.12,-11572.79,99.86,99.87,-22911.98,-0.02,137358784.42,34351268.89,135956631.96,362110.90,-0.15,,,,,,,,,,,,
Total Portfolio Value,2026-01-05,37091646.76,-20185.13,102.34,102.36,-24764.65,-0.02,148465645.00,37136596.60,146980497.00,391472.19,-0.17,,,,,,,,,,,,
QAW Zerodha Total Portfolio,2026-01-05,11144011.34,0.00,104.29,104.07,23748.43,0.21,11120262.91,11120262.91,11027492.92,92769.99,0.00,,,,,,,,,,,,
QYE Zerodha Total Portfolio,2026-01-05,137217294.87,0.00,101.18,101.40,-307236.38,-0.22,137524531.25,137524531.25,136001374.44,1523156.82,-0.22,,,,,,,,,,,,
Zerodha Total Portfolio,2026-01-05,148361306.21,0.00,104.29,104.49,-283487.95,-0.19,148644794.16,148644794.16,147028867.36,1615926.80,-0.19,,,,,,,,,,,,
QAW NPSAR1,2026-01-06,77571.89,682.10,100.20,100.19,23.83,0.01,310192.22,76865.96,308523.91,-265.02,-2.44,,,,,,,,,,,,
QYE NPSAR1,2026-01-06,955150.16,4253.78,98.78,98.77,293.41,0.01,3819427.00,950602.97,3815521.79,-3277.48,-2.44,,,,,,,,,,,,
QAW NPSAR10,2026-01-06,176731.35,-187.40,102.03,101.70,2248.23,0.32,697932.50,174670.52,694178.79,1125.83,0.00,,,,,,,,,,,,
QYE NPSAR10,2026-01-06,2176110.34,-11726.43,101.71,101.39,27682.65,0.32,8593710.75,2160154.12,8584924.03,13923.11,0.00,,,,,,,,,,,,
QAW NPSAR11,2026-01-06,175882.68,-821.81,103.52,103.31,1399.55,0.20,697932.50,175304.94,694178.79,1760.24,0.00,,,,,,,,,,,,
QYE NPSAR11,2026-01-06,2165660.51,-19572.23,102.26,102.06,17232.82,0.20,8593710.75,2167999.92,8584924.03,21768.91,0.00,,,,,,,,,,,,
QAW NPSAR12,2026-01-06,175670.39,4393.96,102.89,102.71,1187.26,0.17,697932.50,170089.16,694178.79,-3455.54,-0.33,,,,,,,,,,,,
QYE NPSAR12,2026-01-06,2163046.56,44931.36,100.66,100.49,14618.88,0.17,8593710.75,2103496.32,8584924.03,-42734.68,-0.33,,,,,,,,,,,,
QAW NPSAR13,2026-01-06,171634.58,2833.98,98.97,99.37,-2848.55,-0.41,697932.50,171649.14,694178.79,-1895.55,-2.48,,,,,,,,,,,,
QYE NPSAR13,2026-01-06,2113353.24,25639.05,97.52,97.92,-35074.44,-0.41,8593710.75,2122788.64,8584924.03,-23442.37,-2.48,,,,,,,,,,,,
QAW NPSAR2,2026-01-06,78052.84,504.61,96.15,96.00,504.78,0.16,310192.22,77043.45,308523.91,-87.53,-3.91,,,,,,,,,,,,
QYE NPSAR2,2026-01-06,961072.15,2058.77,97.50,97.34,6215.40,0.16,3819427.00,952797.98,3815521.79,-1082.47,-2.89,,,,,,,,,,,,
QAW NPSAR3,2026-01-06,78070.35,504.61,97.08,96.92,522.30,0.17,310192.22,77043.45,308523.91,-87.53,-3.29,,,,,,,,,,,,
QYE NPSAR3,2026-01-06,961287.86,2058.77,98.00,97.84,6431.11,0.17,3819427.00,952797.98,3815521.79,-1082.47,-2.39,,,,,,,,,,,,
QAW NPSAR4,2026-01-06,77938.03,426.81,99.56,99.43,389.98,0.13,310192.22,77121.25,308523.91,-9.73,-1.00,,,,,,,,,,,,
QYE NPSAR4,2026-01-06,959658.56,1096.58,99.43,99.30,4801.81,0.13,3819427.00,953760.17,3815521.79,-120.27,-0.97,,,,,,,,,,,,
QAW NPSAR5,2026-01-06,77656.39,426.81,100.40,100.36,108.34,0.03,310192.22,77121.25,308523.91,-9.73,-0.69,,,,,,,,,,,,
QYE NPSAR5,2026-01-06,956190.73,1096.58,99.71,99.68,1333.98,0.03,3819427.00,953760.17,3815521.79,-120.27,-0.69,,,,,,,,,,,,
QAW NPSAR6,2026-01-06,78072.00,389.12,101.64,101.47,523.95,0.17,310192.22,77158.94,308523.91,27.96,0.00,,,,,,,,,,,,
QYE NPSAR6,2026-01-06,961308.16,630.51,100.58,100.41,6451.41,0.17,3819427.00,954226.24,3815521.79,345.79,0.00,,,,,,,,,,,,
QAW NPSAR7,2026-01-06,78791.69,389.12,103.15,102.73,1243.64,0.40,310192.22,77158.94,308523.91,27.96,0.00,,,,,,,,,,,,
QYE NPSAR7,2026-01-06,970169.77,630.51,101.92,101.52,15313.02,0.40,3819427.00,954226.24,3815521.79,345.79,0.00,,,,,,,,,,,,
QAW NPSAR8,2026-01-06,78795.30,389.12,103.81,103.39,1247.24,0.40,310192.22,77158.94,308523.91,27.96,0.00,,,,,,,,,,,,
QYE NPSAR8,2026-01-06,970214.13,630.51,101.87,101.46,15357.38,0.40,3819427.00,954226.24,3815521.79,345.79,0.00,,,,,,,,,,,,
QAW NPSAR9,2026-01-06,78777.67,389.12,104.19,103.77,1229.61,0.40,310192.22,77158.94,308523.91,27.96,0.00,,,,,,,,,,,,
QYE NPSAR9,2026-01-06,969997.06,630.51,102.56,102.15,15140.31,0.40,3819427.00,954226.24,3815521.79,345.79,0.00,,,,,,,,,,,,
QAW SPSAR1,2026-01-06,76472.05,1299.10,99.26,99.61,-1076.01,-0.35,310192.22,76248.95,308523.91,-882.02,-3.91,,,,,,,,,,,,
QYE SPSAR1,2026-01-06,941607.76,11884.28,97.46,97.80,-13248.99,-0.35,3819427.00,942972.47,3815521.79,-10907.98,-3.91,,,,,,,,,,,,
QAW SPSAR10,2026-01-06,176843.73,225.10,102.11,101.77,2360.61,0.34,697932.50,174258.02,694178.79,713.32,0.00,,,,,,,,,,,,
QYE SPSAR10,2026-01-06,2177494.08,-6625.02,101.50,101.16,29066.39,0.34,8593710.75,2155052.70,8584924.03,8821.70,0.00,,,,,,,,,,,,
QAW SPSAR11,2026-01-06,176500.84,-1167.28,103.77,103.47,2017.71,0.29,697932.50,175650.40,694178.79,2105.71,0.00,,,,,,,,,,,,
QYE SPSAR11,2026-01-06,2173271.97,-23844.62,102.06,101.77,24844.29,0.29,8593710.75,2172272.31,8584924.03,26041.30,0.00,,,,,,,,,,,,
QAW SPSAR12,2026-01-06,176500.84,2589.94,102.22,101.92,2017.71,0.29,697932.50,171893.19,694178.79,-1651.51,-0.66,,,,,,,,,,,,
QYE SPSAR12,2026-01-06,2173271.97,22620.89,100.09,99.80,24844.29,0.29,8593710.75,2125806.79,8584924.03,-20424.21,-0.66,,,,,,,,,,,,
QAW SPSAR13,2026-01-06,176555.01,-1192.58,100.34,100.04,2071.88,0.30,697932.50,175675.70,694178.79,2131.01,-0.58,,,,,,,,,,,,
QYE SPSAR13,2026-01-06,2173939.00,-24157.54,99.55,99.26,25511.32,0.30,8593710.75,2172585.23,8584924.03,26354.22,-0.58,,,,,,,,,,,,
QAW SPSAR2,2026-01-06,75951.77,1036.14,93.57,94.05,-1596.29,-0.51,310192.22,76511.92,308523.91,-619.06,-6.43,,,,,,,,,,,,
QYE SPSAR2,2026-01-06,935201.51,8632.24,96.67,97.17,-19655.24,-0.51,3819427.00,946224.51,3815521.79,-7655.94,-3.69,,,,,,,,,,,,
QAW SPSAR3,2026-01-06,76539.02,1036.14,97.57,97.89,-1009.04,-0.33,310192.22,76511.92,308523.91,-619.06,-2.43,,,,,,,,,,,,
QYE SPSAR3,2026-01-06,942432.35,8632.24,99.51,99.84,-12424.40,-0.33,3819427.00,946224.51,3815521.79,-7655.94,-0.80,,,,,,,,,,,,
QAW SPSAR4,2026-01-06,78222.12,918.69,100.18,99.96,674.07,0.22,310192.22,76629.37,308523.91,-501.61,-0.37,,,,,,,,,,,,
QYE SPSAR4,2026-01-06,963156.62,7179.69,100.50,100.28,8299.87,0.22,3819427.00,947677.06,3815521.79,-6203.39,0.00,,,,,,,,,,,,
QAW SPSAR5,2026-01-06,78161.17,1036.14,101.44,101.24,613.11,0.20,310192.22,76511.92,308523.91,-619.06,0.00,,,,,,,,,,,,
QYE SPSAR5,2026-01-06,962406.09,8632.24,101.12,100.92,7549.34,0.20,3819427.00,946224.51,3815521.79,-7655.94,0.00,,,,,,,,,,,,
QAW SPSAR6,2026-01-06,78161.17,1036.14,103.36,103.15,613.11,0.20,310192.22,76511.92,308523.91,-619.06,0.00,,,,,,,,,,,,
QYE SPSAR6,2026-01-06,962406.09,8632.24,101.34,101.14,7549.34,0.20,3819427.00,946224.51,3815521.79,-7655.94,0.00,,,,,,,,,,,,
QAW SPSAR7,2026-01-06,78161.17,1036.14,105.29,105.08,613.11,0.20,310192.22,76511.92,308523.91,-619.06,0.00,,,,,,,,,,,,
QYE SPSAR7,2026-01-06,962406.09,8632.24,102.45,102.25,7549.34,0.20,3819427.00,946224.51,3815521.79,-7655.94,0.00,,,,,,,,,,,,
QAW SPSAR8,2026-01-06,78161.17,1036.14,106.10,105.89,613.11,0.20,310192.22,76511.92,308523.91,-619.06,0.00,,,,,,,,,,,,
QYE SPSAR8,2026-01-06,962406.09,8632.24,102.68,102.47,7549.34,0.20,3819427.00,946224.51,3815521.79,-7655.94,0.00,,,,,,,,,,,,
QAW SPSAR9,2026-01-06,79129.96,1519.36,106.52,105.98,1581.90,0.51,310192.22,76028.69,308523.91,-1102.28,0.00,,,,,,,,,,,,
QYE SPSAR9,2026-01-06,974334.85,14608.26,102.89,102.37,19478.10,0.51,3819427.00,940248.49,3815521.79,-13631.96,0.00,,,,,,,,,,,,
NPSAR1,2026-01-06,1032722.06,4935.88,100.19,100.18,317.24,0.01,4129619.26,1027468.93,4124045.73,-3542.50,-2.44,,,,,,,,,,,,
NPSAR10,2026-01-06,2352841.69,-11913.83,102.02,101.69,29930.88,0.32,9291643.25,2334824.64,9279102.81,15048.94,0.00,,,,,,,,,,,,
NPSAR11,2026-01-06,2341543.18,-20394.04,103.50,103.29,18632.37,0.20,9291643.25,2343304.85,9279102.81,23529.15,0.00,,,,,,,,,,,,
NPSAR12,2026-01-06,2338716.95,49325.33,102.88,102.71,15806.14,0.17,9291643.25,2273585.48,9279102.81,-46190.22,-0.33,,,,,,,,,,,,
NPSAR13,2026-01-06,2284987.82,28473.03,98.95,99.36,-37922.99,-0.41,9291643.25,2294437.78,9279102.81,-25337.92,-2.49,,,,,,,,,,,,
NPSAR2,2026-01-06,1039125.00,2563.38,96.16,96.00,6720.18,0.16,4129619.26,1029841.43,4124045.73,-1170.00,-3.91,,,,,,,,,,,,
NPSAR3,2026-01-06,1039358.23,2563.38,97.07,96.91,6953.41,0.17,4129619.26,1029841.43,4124045.73,-1170.00,-3.31,,,,,,,,,,,,
NPSAR4,2026-01-06,1037596.61,1523.38,99.56,99.43,5191.79,0.13,4129619.26,1030881.43,4124045.73,-130.00,-0.99,,,,,,,,,,,,
NPSAR5,2026-01-06,1033847.14,1523.38,100.41,100.37,1442.32,0.03,4129619.26,1030881.43,4124045.73,-130.00,-0.68,,,,,,,,,,,,
NPSAR6,2026-01-06,1039380.18,1019.63,101.64,101.47,6975.36,0.17,4129619.26,1031385.18,4124045.73,373.75,0.00,,,,,,,,,,,,
NPSAR7,2026-01-06,1048961.48,1019.63,103.13,102.72,16556.66,0.40,4129619.26,1031385.18,4124045.73,373.75,0.00,,,,,,,,,,,,
NPSAR8,2026-01-06,1049009.44,1019.63,103.80,103.38,16604.62,0.40,4129619.26,1031385.18,4124045.73,373.75,0.00,,,,,,,,,,,,
NPSAR9,2026-01-06,1048774.74,1019.63,104.17,103.76,16369.92,0.40,4129619.26,1031385.18,4124045.73,373.75,0.00,,,,,,,,,,,,
SPSAR1,2026-01-06,1018079.82,13183.38,99.25,99.60,-14325.00,-0.35,4129619.26,1019221.43,4124045.73,-11790.00,-3.92,,,,,,,,,,,,
SPSAR10,2026-01-06,2354337.81,-6399.91,102.11,101.77,31427.00,0.34,9291643.25,2329310.72,9279102.81,9535.02,0.00,,,,,,,,,,,,
SPSAR11,2026-01-06,2349772.81,-25011.90,103.76,103.46,26862.00,0.29,9291643.25,2347922.71,9279102.81,28147.01,0.00,,,,,,,,,,,,
SPSAR12,2026-01-06,2349772.81,25210.83,102.22,101.93,26862.00,0.29,9291643.25,2297699.98,9279102.81,-22075.72,-0.65,,,,,,,,,,,,
SPSAR13,2026-01-06,2350494.01,-25350.12,100.34,100.04,27583.20,0.30,9291643.25,2348260.93,9279102.81,28485.23,-0.57,,,,,,,,,,,,
SPSAR2,2026-01-06,1011153.29,9668.38,93.58,94.06,-21251.53,-0.51,4129619.26,1022736.43,4124045.73,-8275.00,-6.42,,,,,,,,,,,,
SPSAR3,2026-01-06,1018971.38,9668.38,97.58,97.90,-13433.44,-0.33,4129619.26,1022736.43,4124045.73,-8275.00,-2.42,,,,,,,,,,,,
SPSAR4,2026-01-06,1041378.76,8098.38,100.17,99.95,8973.94,0.22,4129619.26,1024306.43,4124045.73,-6705.00,-0.38,,,,,,,,,,,,
SPSAR5,2026-01-06,1040567.27,9668.38,101.45,101.25,8162.45,0.20,4129619.26,1022736.43,4124045.73,-8275.00,0.00,,,,,,,,,,,,
SPSAR6,2026-01-06,1040567.27,9668.38,103.34,103.14,8162.45,0.20,4129619.26,1022736.43,4124045.73,-8275.00,-0.01,,,,,,,,,,,,
SPSAR7,2026-01-06,1040567.27,9668.38,105.30,105.09,8162.45,0.20,4129619.26,1022736.43,4124045.73,-8275.00,0.00,,,,,,,,,,,,
SPSAR8,2026-01-06,1040567.27,9668.38,106.11,105.90,8162.45,0.20,4129619.26,1022736.43,4124045.73,-8275.00,0.00,,,,,,,,,,,,
SPSAR9,2026-01-06,1053464.82,16127.63,106.54,106.00,21060.00,0.51,4129619.26,1016277.19,4124045.73,-14734.24,0.00,,,,,,,,,,,,
DMA1,2026-01-06,0.00,0.00,98.44,98.44,0.00,0.00,4141122.00,0.00,4136012.00,0.00,-1.57,,,,,,,,,,,,
QAW NLONG1,2026-01-06,0.00,57.33,105.99,105.99,0.00,0.00,232644.17,-57.33,231392.93,-57.33,-0.02,,,,,,,,,,,,
QYE NLONG1,2026-01-06,0.00,709.03,100.84,100.84,0.00,0.00,2864570.25,-709.03,2861641.34,-709.03,-0.02,,,,,,,,,,,,
QAW NLONG10,2026-01-06,0.00,-307.01,105.37,105.37,0.00,0.00,232644.17,307.01,231392.93,307.01,0.00,,,,,,,,,,,,
QYE NLONG10,2026-01-06,0.00,-3796.81,101.02,101.02,0.00,0.00,2864570.25,3796.81,2861641.34,3796.81,0.00,,,,,,,,,,,,
QAW NLONG11,2026-01-06,0.00,-264.31,106.55,106.55,0.00,0.00,232644.17,264.31,231392.93,264.31,0.00,,,,,,,,,,,,
QYE NLONG11,2026-01-06,0.00,-3268.76,101.01,101.01,0.00,0.00,2864570.25,3268.76,2861641.34,3268.76,0.00,,,,,,,,,,,,
QAW NLONG12,2026-01-06,0.00,-142.83,105.53,105.53,0.00,0.00,232644.17,142.83,231392.93,142.83,0.00,,,,,,,,,,,,
QYE NLONG12,2026-01-06,0.00,-1766.36,100.71,100.71,0.00,0.00,2864570.25,1766.36,2861641.34,1766.36,0.00,,,,,,,,,,,,
QAW NLONG13,2026-01-06,-627.18,-129.18,100.70,100.97,-627.18,-0.27,232644.17,129.18,231392.93,129.18,-1.22,,,,,,,,,,,,
QYE NLONG13,2026-01-06,-7722.55,-1597.59,98.78,99.05,-7722.55,-0.27,2864570.25,1597.59,2861641.34,1597.59,-1.22,,,,,,,,,,,,
QAW NLONG14,2026-01-06,-423.57,-129.18,100.74,100.92,-423.57,-0.18,232644.17,129.18,231392.93,129.18,-1.30,,,,,,,,,,,,
QYE NLONG14,2026-01-06,-5215.41,-1597.59,98.70,98.88,-5215.41,-0.18,2864570.25,1597.59,2861641.34,1597.59,-1.30,,,,,,,,,,,,
QAW NLONG15,2026-01-06,-1313.65,-129.18,102.05,102.63,-1313.65,-0.56,232644.17,129.18,231392.93,129.18,-1.60,,,,,,,,,,,,
QYE NLONG15,2026-01-06,-16175.16,-1597.59,98.40,98.96,-16175.16,-0.56,2864570.25,1597.59,2861641.34,1597.59,-1.60,,,,,,,,,,,,
QAW NLONG16,2026-01-06,-426.48,-129.18,101.97,102.16,-426.48,-0.18,232644.17,129.18,231392.93,129.18,-1.14,,,,,,,,,,,,
QYE NLONG16,2026-01-06,-5251.23,-1597.59,98.86,99.04,-5251.23,-0.18,2864570.25,1597.59,2861641.34,1597.59,-1.14,,,,,,,,,,,,
QAW NLONG17,2026-01-06,-627.18,-129.18,100.70,100.97,-627.18,-0.27,232644.17,129.18,231392.93,129.18,-1.22,,,,,,,,,,,,
QYE NLONG17,2026-01-06,-7722.55,-1597.59,98.78,99.05,-7722.55,-0.27,2864570.25,1597.59,2861641.34,1597.59,-1.22,,,,,,,,,,,,
QAW NLONG18,2026-01-06,-423.57,-129.18,100.69,100.88,-423.57,-0.18,232644.17,129.18,231392.93,129.18,-1.34,,,,,,,,,,,,
QYE NLONG18,2026-01-06,-5215.41,-1597.59,98.66,98.84,-5215.41,-0.18,2864570.25,1597.59,2861641.34,1597.59,-1.34,,,,,,,,,,,,
QAW NLONG19,2026-01-06,-1313.65,-129.18,101.84,102.42,-1313.65,-0.56,232644.17,129.18,231392.93,129.18,-1.60,,,,,,,,,,,,
QYE NLONG19,2026-01-06,-16175.16,-1597.59,98.40,98.96,-16175.16,-0.56,2864570.25,1597.59,2861641.34,1597.59,-1.60,,,,,,,,,,,,
QAW NLONG2,2026-01-06,0.00,-307.01,104.65,104.65,0.00,0.00,232644.17,307.01,231392.93,307.01,0.00,,,,,,,,,,,,
QYE NLONG2,2026-01-06,0.00,-3796.81,101.02,101.02,0.00,0.00,2864570.25,3796.81,2861641.34,3796.81,0.00,,,,,,,,,,,,
QAW NLONG20,2026-01-06,-426.48,-129.18,101.01,101.20,-426.48,-0.18,232644.17,129.18,231392.93,129.18,-1.20,,,,,,,,,,,,
QYE NLONG20,2026-01-06,-5251.23,-1597.59,98.80,98.98,-5251.23,-0.18,2864570.25,1597.59,2861641.34,1597.59,-1.20,,,,,,,,,,,,
QAW NLONG21,2026-01-06,-627.18,-126.23,100.02,100.29,-627.18,-0.27,232644.17,126.23,231392.93,126.23,-1.21,,,,,,,,,,,,
QYE NLONG21,2026-01-06,-7722.55,-1561.04,98.79,99.06,-7722.55,-0.27,2864570.25,1561.04,2861641.34,1561.04,-1.21,,,,,,,,,,,,
QAW NLONG22,2026-01-06,-423.57,-126.23,98.90,99.08,-423.57,-0.18,232644.17,126.23,231392.93,126.23,-1.68,,,,,,,,,,,,
QYE NLONG22,2026-01-06,-5215.41,-1561.04,98.67,98.85,-5215.41,-0.18,2864570.25,1561.04,2861641.34,1561.04,-1.33,,,,,,,,,,,,
QAW NLONG23,2026-01-06,-1204.18,301.42,101.38,101.90,-1204.18,-0.52,232644.17,-301.42,231392.93,-301.42,-1.55,,,,,,,,,,,,
QYE NLONG23,2026-01-06,-14827.23,3727.66,98.45,98.97,-14827.23,-0.52,2864570.25,-3727.66,2861641.34,-3727.66,-1.55,,,,,,,,,,,,
QAW NLONG24,2026-01-06,-390.94,301.42,100.14,100.31,-390.94,-0.17,232644.17,-301.42,231392.93,-301.42,-1.33,,,,,,,,,,,,
QYE NLONG24,2026-01-06,-4813.62,3727.66,98.83,98.99,-4813.62,-0.17,2864570.25,-3727.66,2861641.34,-3727.66,-1.17,,,,,,,,,,,,
QAW NLONG3,2026-01-06,0.00,-264.31,106.60,106.60,0.00,0.00,232644.17,264.31,231392.93,264.31,0.00,,,,,,,,,,,,
QYE NLONG3,2026-01-06,0.00,-3268.76,100.98,100.98,0.00,0.00,2864570.25,3268.76,2861641.34,3268.76,0.00,,,,,,,,,,,,
QAW NLONG4,2026-01-06,0.00,-142.83,104.75,104.75,0.00,0.00,232644.17,142.83,231392.93,142.83,0.00,,,,,,,,,,,,
QYE NLONG4,2026-01-06,0.00,-1766.36,100.71,100.71,0.00,0.00,2864570.25,1766.36,2861641.34,1766.36,0.00,,,,,,,,,,,,
QAW NLONG5,2026-01-06,0.00,57.33,106.64,106.64,0.00,0.00,232644.17,-57.33,231392.93,-57.33,-0.02,,,,,,,,,,,,
QYE NLONG5,2026-01-06,0.00,709.03,100.87,100.87,0.00,0.00,2864570.25,-709.03,2861641.34,-709.03,-0.02,,,,,,,,,,,,
QAW NLONG6,2026-01-06,0.00,-307.01,104.69,104.69,0.00,0.00,232644.17,307.01,231392.93,307.01,0.00,,,,,,,,,,,,
QYE NLONG6,2026-01-06,0.00,-3796.81,101.02,101.02,0.00,0.00,2864570.25,3796.81,2861641.34,3796.81,0.00,,,,,,,,,,,,
QAW NLONG7,2026-01-06,0.00,-264.31,106.60,106.60,0.00,0.00,232644.17,264.31,231392.93,264.31,0.00,,,,,,,,,,,,
QYE NLONG7,2026-01-06,0.00,-3268.76,100.98,100.98,0.00,0.00,2864570.25,3268.76,2861641.34,3268.76,0.00,,,,,,,,,,,,
QAW NLONG8,2026-01-06,0.00,-142.83,105.13,105.13,0.00,0.00,232644.17,142.83,231392.93,142.83,0.00,,,,,,,,,,,,
QYE NLONG8,2026-01-06,0.00,-1766.36,100.71,100.71,0.00,0.00,2864570.25,1766.36,2861641.34,1766.36,0.00,,,,,,,,,,,,
QAW NLONG9,2026-01-06,0.00,57.33,106.34,106.34,0.00,0.00,232644.17,-57.33,231392.93,-57.33,-0.02,,,,,,,,,,,,
QYE NLONG9,2026-01-06,0.00,709.03,100.87,100.87,0.00,0.00,2864570.25,-709.03,2861641.34,-709.03,-0.02,,,,,,,,,,,,
QAW SLONG1,2026-01-06,0.00,333.47,104.19,104.19,0.00,0.00,232644.17,-333.47,231392.93,-333.47,-0.14,,,,,,,,,,,,
QYE SLONG1,2026-01-06,0.00,4124.02,100.66,100.66,0.00,0.00,2864570.25,-4124.02,2861641.34,-4124.02,-0.14,,,,,,,,,,,,
QAW SLONG10,2026-01-06,0.00,20.69,102.86,102.86,0.00,0.00,232644.17,-20.69,231392.93,-20.69,-0.29,,,,,,,,,,,,
QYE SLONG10,2026-01-06,0.00,255.83,100.42,100.42,0.00,0.00,2864570.25,-255.83,2861641.34,-255.83,-0.29,,,,,,,,,,,,
QAW SLONG11,2026-01-06,0.00,-143.20,100.74,100.74,0.00,0.00,232644.17,143.20,231392.93,143.20,-0.80,,,,,,,,,,,,
QYE SLONG11,2026-01-06,0.00,-1770.97,99.20,99.20,0.00,0.00,2864570.25,1770.97,2861641.34,1770.97,-0.80,,,,,,,,,,,,
QAW SLONG12,2026-01-06,0.00,134.43,101.23,101.23,0.00,0.00,232644.17,-134.43,231392.93,-134.43,-0.72,,,,,,,,,,,,
QYE SLONG12,2026-01-06,0.00,1662.44,99.28,99.28,0.00,0.00,2864570.25,-1662.44,2861641.34,-1662.44,-0.72,,,,,,,,,,,,
QAW SLONG13,2026-01-06,547.48,-331.06,99.26,99.03,547.48,0.24,232644.17,331.06,231392.93,331.06,-0.97,,,,,,,,,,,,
QYE SLONG13,2026-01-06,6741.24,-4094.17,100.00,99.77,6741.24,0.24,2864570.25,4094.17,2861641.34,4094.17,-0.50,,,,,,,,,,,,
QAW SLONG14,2026-01-06,494.98,-331.06,97.54,97.33,494.98,0.21,232644.17,331.06,231392.93,331.06,-2.46,,,,,,,,,,,,
QYE SLONG14,2026-01-06,6094.70,-4094.17,99.19,98.98,6094.70,0.21,2864570.25,4094.17,2861641.34,4094.17,-0.81,,,,,,,,,,,,
