System Tag,Date,Portfolio Value,Cash In/Out,NAV,Prev NAV,PnL,Daily P/L %,Exposure Value,Prev Portfolio Value,Prev Exposure Value,Prev Pnl,Drawdown %,,,,,,,,,,,,
Debt Stock Holdings,2025-12-08,29055132.12,0.00,100.24,100.24,0.00,0.00,29055132.12,29055132.12,29042128.57,13003.55,0.00,,,,,,,,,,,,
Equity Stock Holdings,2025-12-08,7028130.69,0.00,100.56,101.44,-61929.99,-0.87,7090060.68,7090060.68,7037156.36,52904.32,-1.31,,,,,,,,,,,,
Stock Holdings,2025-12-08,36083262.81,0.00,100.65,100.82,-61929.99,-0.17,36145192.80,36145192.80,36079284.93,65907.87,-0.83,,,,,,,,,,,,
Miscellaneous P&L,2025-12-08,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
Total Tax,2025-12-08,-3099.99,2700.02,100.00,100.00,-3099.99,0.00,0.00,-2700.02,0.00,0.00,0.00,,,,,,,,,,,,
Equity Holdings Tax,2025-12-08,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
Equity Intraday Tax,2025-12-08,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
F&O Tax,2025-12-08,-3099.99,2700.02,100.00,100.00,-3099.99,0.00,0.00,-2700.02,0.00,0.00,0.00,,,,,,,,,,,,
QAW F&O Tax,2025-12-08,-3099.99,2700.02,100.00,100.00,-3099.99,0.00,0.00,-2700.02,0.00,0.00,0.00,,,,,,,,,,,,
MCX Tax,2025-12-08,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
Total Other Debits and Credits,2025-12-08,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
Equity Other Debits and Credits,2025-12-08,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
NPSAR,2025-12-08,6337853.53,-10571.28,100.74,100.62,29742.12,0.12,25232445.62,6318682.66,25186947.59,21945.76,0.00,,,,,,,,,,,,
SPSAR,2025-12-08,6256724.60,3856.40,100.64,100.84,-51386.81,-0.20,25232445.62,6304254.99,25186947.59,7518.09,-0.20,,,,,,,,,,,,
NLONG,2025-12-08,182479.67,-33294.04,101.18,100.46,182479.67,0.72,25232445.60,33294.04,25186947.60,33294.04,0.00,,,,,,,,,,,,
SLONG,2025-12-08,-7123.24,-22139.51,99.23,99.25,-7123.24,-0.03,25232445.60,22139.51,25186947.60,22139.51,-0.79,,,,,,,,,,,,
PSAR,2025-12-08,12594578.12,-6714.88,100.69,100.73,-21644.69,-0.04,50464891.24,12622937.64,50373895.18,29463.85,-0.04,,,,,,,,,,,,
LONG,2025-12-08,175356.43,-55433.55,100.20,99.85,175356.43,0.35,50464891.20,55433.55,50373895.20,55433.55,-0.23,,,,,,,,,,,,
Total Portfolio Value,2025-12-08,12795979.56,-30823.45,100.54,100.24,151131.79,0.30,50464891.00,12675671.18,50373895.00,34880.78,-0.12,,,,,,,,,,,,
Zerodha Total Portfolio,2025-12-08,50551431.38,0.00,101.10,100.92,89201.80,0.18,50462229.58,50462229.58,50361440.93,100788.65,-0.04,,,,,,,,,,,,
QAW NPSAR,2025-12-08,6337853.53,-10571.28,100.74,100.62,29742.12,0.12,25232445.62,6318682.66,25186947.59,21945.76,0.00,,,,,,,,,,,,
QAW SPSAR,2025-12-08,6256724.60,3856.40,100.64,100.84,-51386.81,-0.20,25232445.62,6304254.99,25186947.59,7518.09,-0.20,,,,,,,,,,,,
QAW NLONG,2025-12-08,182479.67,-33294.04,101.18,100.46,182479.67,0.72,25232445.60,33294.04,25186947.60,33294.04,0.00,,,,,,,,,,,,
QAW SLONG,2025-12-08,-7123.24,-22139.51,99.23,99.25,-7123.24,-0.03,25232445.60,22139.51,25186947.60,22139.51,-0.79,,,,,,,,,,,,
QAW PSAR,2025-12-08,12594578.12,-6714.88,100.69,100.73,-21644.69,-0.04,50464891.24,12622937.64,50373895.18,29463.85,-0.04,,,,,,,,,,,,
QAW LONG,2025-12-08,175356.43,-55433.55,100.20,99.85,175356.43,0.35,50464891.20,55433.55,50373895.20,55433.55,-0.23,,,,,,,,,,,,
QAW Total Portfolio Value,2025-12-08,12795979.56,-30823.45,100.54,100.24,151131.79,0.30,50464891.00,12675671.18,50373895.00,34880.78,-0.12,,,,,,,,,,,,
QAW Zerodha Total Portfolio,2025-12-08,50551431.38,0.00,101.10,100.92,89201.80,0.18,50462229.58,50462229.58,50361440.93,100788.65,-0.04,,,,,,,,,,,,
NPSAR1,2025-12-09,359623.60,-14718.97,101.44,100.89,7729.43,0.55,1407576.68,366613.14,1401802.54,16162.50,0.00,,,,,,,,,,,,
NPSAR10,2025-12-09,797058.87,-4424.53,100.31,100.14,5296.99,0.17,3167047.50,796186.40,3154055.69,7672.48,0.00,,,,,,,,,,,,
NPSAR11,2025-12-09,787293.47,-12321.99,101.23,101.37,-4468.41,-0.14,3167047.50,804083.86,3154055.69,15569.94,-0.14,,,,,,,,,,,,
NPSAR12,2025-12-09,788768.94,-13814.34,102.21,102.31,-2992.94,-0.09,3167047.50,805576.21,3154055.69,17062.29,-0.10,,,,,,,,,,,,
NPSAR13,2025-12-09,798977.22,-11929.66,101.48,101.25,7215.34,0.23,3167047.50,803691.53,3154055.69,15177.61,0.00,,,,,,,,,,,,
NPSAR2,2025-12-09,359623.60,15248.05,98.62,98.08,7729.43,0.55,1407576.68,336646.12,1401802.54,-13804.51,-1.45,,,,,,,,,,,,
NPSAR3,2025-12-09,359623.60,15248.05,99.06,98.52,7729.43,0.55,1407576.68,336646.12,1401802.54,-13804.51,-1.32,,,,,,,,,,,,
NPSAR4,2025-12-09,357376.63,8014.41,100.13,99.74,5482.46,0.39,1407576.68,343879.76,1401802.54,-6570.88,-0.43,,,,,,,,,,,,
NPSAR5,2025-12-09,357376.63,5049.11,100.69,100.30,5482.46,0.39,1407576.68,346845.06,1401802.54,-3605.57,0.00,,,,,,,,,,,,
NPSAR6,2025-12-09,357376.63,5049.11,101.05,100.66,5482.46,0.39,1407576.68,346845.06,1401802.54,-3605.57,0.00,,,,,,,,,,,,
NPSAR7,2025-12-09,357376.63,5049.11,101.20,100.81,5482.46,0.39,1407576.68,346845.06,1401802.54,-3605.57,0.00,,,,,,,,,,,,
NPSAR8,2025-12-09,355734.13,-63.31,101.90,101.62,3839.96,0.27,1407576.68,351957.48,1401802.54,1506.85,0.00,,,,,,,,,,,,
NPSAR9,2025-12-09,354462.33,-143.53,101.59,101.40,2568.16,0.18,1407576.68,352037.70,1401802.54,1587.06,0.00,,,,,,,,,,,,
SPSAR1,2025-12-09,363110.17,15654.19,101.85,101.04,11216.00,0.80,1407576.68,336239.98,1401802.54,-14210.65,-0.22,,,,,,,,,,,,
SPSAR10,2025-12-09,806985.88,-3760.56,100.60,100.12,15224.00,0.48,3167047.50,795522.44,3154055.69,7008.52,0.00,,,,,,,,,,,,
SPSAR11,2025-12-09,792756.49,-10634.71,101.67,101.64,994.61,0.03,3167047.50,802396.58,3154055.69,13882.66,0.00,,,,,,,,,,,,
SPSAR12,2025-12-09,793060.60,-16365.82,102.13,102.09,1298.72,0.04,3167047.50,808127.70,3154055.69,19613.78,0.00,,,,,,,,,,,,
SPSAR13,2025-12-09,798069.57,-16365.82,100.79,100.59,6307.69,0.20,3167047.50,808127.70,3154055.69,19613.78,0.00,,,,,,,,,,,,
SPSAR2,2025-12-09,363110.17,22338.01,96.79,96.02,11216.00,0.80,1407576.68,329556.16,1401802.54,-20894.48,-3.21,,,,,,,,,,,,
SPSAR3,2025-12-09,363110.17,22387.93,98.05,97.27,11216.00,0.80,1407576.68,329506.24,1401802.54,-20944.39,-1.95,,,,,,,,,,,,
SPSAR4,2025-12-09,363110.17,20996.35,99.68,98.89,11216.00,0.80,1407576.68,330897.82,1401802.54,-19552.81,-0.87,,,,,,,,,,,,
SPSAR5,2025-12-09,363110.17,19595.93,100.32,99.53,11216.00,0.80,1407576.68,332298.24,1401802.54,-18152.39,-0.80,,,,,,,,,,,,
SPSAR6,2025-12-09,362328.17,11033.21,101.99,101.24,10434.00,0.74,1407576.68,340860.96,1401802.54,-9589.67,-0.01,,,,,,,,,,,,
SPSAR7,2025-12-09,362328.17,9157.19,102.77,102.01,10434.00,0.74,1407576.68,342736.98,1401802.54,-7713.65,0.00,,,,,,,,,,,,
SPSAR8,2025-12-09,361424.17,2165.07,103.33,102.64,9530.00,0.68,1407576.68,349729.10,1401802.54,-721.54,0.00,,,,,,,,,,,,
SPSAR9,2025-12-09,360422.17,1169.51,103.53,102.91,8528.00,0.61,1407576.68,350724.66,1401802.54,274.03,0.00,,,,,,,,,,,,
DMA1,2025-12-09,34792.50,0.00,99.42,99.29,5647.50,0.13,4189254.00,29145.00,4189254.00,520.04,-0.59,,,,,,,,,,,,
NLONG1,2025-12-09,21784.26,-14834.57,105.11,102.98,21784.26,2.06,1055682.50,14834.57,1051351.90,14834.57,0.00,,,,,,,,,,,,
NLONG10,2025-12-09,32413.36,-11549.11,104.31,101.20,32413.36,3.07,1055682.50,11549.11,1051351.90,11549.11,0.00,,,,,,,,,,,,
NLONG11,2025-12-09,25205.35,-14387.62,105.48,103.02,25205.35,2.39,1055682.50,14387.62,1051351.90,14387.62,0.00,,,,,,,,,,,,
NLONG12,2025-12-09,32550.93,-12279.13,104.78,101.65,32550.93,3.08,1055682.50,12279.13,1051351.90,12279.13,0.00,,,,,,,,,,,,
NLONG13,2025-12-09,18940.98,-5159.48,101.94,100.14,18940.98,1.79,1055682.50,5159.48,1051351.90,5159.48,0.00,,,,,,,,,,,,
NLONG14,2025-12-09,26599.15,-6251.54,102.06,99.55,26599.15,2.52,1055682.50,6251.54,1051351.90,6251.54,0.00,,,,,,,,,,,,
NLONG15,2025-12-09,15957.70,-5159.48,103.71,102.17,15957.70,1.51,1055682.50,5159.48,1051351.90,5159.48,0.00,,,,,,,,,,,,
NLONG16,2025-12-09,26265.06,-6251.54,103.15,100.65,26265.06,2.49,1055682.50,6251.54,1051351.90,6251.54,0.00,,,,,,,,,,,,
NLONG17,2025-12-09,18940.98,-5159.48,101.94,100.14,18940.98,1.79,1055682.50,5159.48,1051351.90,5159.48,0.00,,,,,,,,,,,,
NLONG18,2025-12-09,26599.15,-6251.54,102.06,99.55,26599.15,2.52,1055682.50,6251.54,1051351.90,6251.54,0.00,,,,,,,,,,,,
NLONG19,2025-12-09,17128.68,-2479.28,103.50,101.85,17128.68,1.62,1055682.50,2479.28,1051351.90,2479.28,0.00,,,,,,,,,,,,
NLONG2,2025-12-09,32413.36,-11549.11,103.60,100.51,32413.36,3.07,1055682.50,11549.11,1051351.90,11549.11,0.00,,,,,,,,,,,,
NLONG20,2025-12-09,21012.04,-2479.28,102.24,100.24,21012.04,1.99,1055682.50,2479.28,1051351.90,2479.28,0.00,,,,,,,,,,,,
NLONG21,2025-12-09,15138.95,4079.07,101.24,99.81,15138.95,1.43,1055682.50,-4079.07,1051351.90,-4079.07,0.00,,,,,,,,,,,,
NLONG22,2025-12-09,15689.22,4079.07,100.23,98.76,15689.22,1.49,1055682.50,-4079.07,1051351.90,-4079.07,-0.36,,,,,,,,,,,,
NLONG23,2025-12-09,12183.19,3852.55,102.97,101.80,12183.19,1.15,1055682.50,-3852.55,1051351.90,-3852.55,0.00,,,,,,,,,,,,
NLONG24,2025-12-09,15484.84,3852.55,101.33,99.87,15484.84,1.47,1055682.50,-3852.55,1051351.90,-3852.55,-0.16,,,,,,,,,,,,
NLONG3,2025-12-09,25205.35,-14387.62,105.56,103.10,25205.35,2.39,1055682.50,14387.62,1051351.90,14387.62,0.00,,,,,,,,,,,,
NLONG4,2025-12-09,32550.93,-12279.13,104.01,100.90,32550.93,3.08,1055682.50,12279.13,1051351.90,12279.13,0.00,,,,,,,,,,,,
NLONG5,2025-12-09,28758.55,-14834.57,105.72,102.92,28758.55,2.72,1055682.50,14834.57,1051351.90,14834.57,0.00,,,,,,,,,,,,
NLONG6,2025-12-09,32413.36,-11549.11,103.64,100.55,32413.36,3.07,1055682.50,11549.11,1051351.90,11549.11,0.00,,,,,,,,,,,,
NLONG7,2025-12-09,25205.35,-14387.62,105.56,103.10,25205.35,2.39,1055682.50,14387.62,1051351.90,14387.62,0.00,,,,,,,,,,,,
NLONG8,2025-12-09,32550.93,-12279.13,104.38,101.26,32550.93,3.08,1055682.50,12279.13,1051351.90,12279.13,0.00,,,,,,,,,,,,
NLONG9,2025-12-09,28758.55,-14834.57,105.42,102.62,28758.55,2.72,1055682.50,14834.57,1051351.90,14834.57,0.00,,,,,,,,,,,,
SLONG1,2025-12-09,10753.00,-1288.89,103.50,102.46,10753.00,1.02,1055682.50,1288.89,1051351.90,1288.89,0.00,,,,,,,,,,,,
SLONG10,2025-12-09,9969.63,1194.33,102.43,101.47,9969.63,0.94,1055682.50,-1194.33,1051351.90,-1194.33,0.00,,,,,,,,,,,,
SLONG11,2025-12-09,9128.38,-1418.01,101.55,100.68,9128.38,0.86,1055682.50,1418.01,1051351.90,1418.01,0.00,,,,,,,,,,,,
SLONG12,2025-12-09,9871.10,735.46,101.96,101.02,9871.10,0.94,1055682.50,-735.46,1051351.90,-735.46,0.00,,,,,,,,,,,,
SLONG13,2025-12-09,13111.01,-801.77,99.26,98.04,13111.01,1.24,1055682.50,801.77,1051351.90,801.77,-0.98,,,,,,,,,,,,
SLONG14,2025-12-09,8937.72,256.80,98.33,97.50,8937.72,0.85,1055682.50,-256.80,1051351.90,-256.80,-1.67,,,,,,,,,,,,
SLONG15,2025-12-09,11328.12,-801.77,98.02,96.98,11328.12,1.07,1055682.50,801.77,1051351.90,801.77,-2.25,,,,,,,,,,,,
SLONG16,2025-12-09,8914.66,256.80,98.29,97.47,8914.66,0.84,1055682.50,-256.80,1051351.90,-256.80,-1.78,,,,,,,,,,,,
SLONG17,2025-12-09,13111.01,-801.77,99.26,98.04,13111.01,1.24,1055682.50,801.77,1051351.90,801.77,-0.98,,,,,,,,,,,,
SLONG18,2025-12-09,8937.72,256.80,98.33,97.50,8937.72,0.85,1055682.50,-256.80,1051351.90,-256.80,-1.67,,,,,,,,,,,,
SLONG19,2025-12-09,7552.08,576.96,97.69,97.00,7552.08,0.72,1055682.50,-576.96,1051351.90,-576.96,-2.58,,,,,,,,,,,,
SLONG2,2025-12-09,9969.63,1194.33,102.31,101.35,9969.63,0.94,1055682.50,-1194.33,1051351.90,-1194.33,0.00,,,,,,,,,,,,
SLONG20,2025-12-09,8914.66,576.96,98.18,97.36,8914.66,0.84,1055682.50,-576.96,1051351.90,-576.96,-1.89,,,,,,,,,,,,
SLONG21,2025-12-09,7838.00,2685.24,98.94,98.21,7838.00,0.74,1055682.50,-2685.24,1051351.90,-2685.24,-1.30,,,,,,,,,,,,
SLONG22,2025-12-09,7942.82,2685.24,98.05,97.32,7942.82,0.75,1055682.50,-2685.24,1051351.90,-2685.24,-1.95,,,,,,,,,,,,
SLONG23,2025-12-09,6678.76,2282.54,98.89,98.27,6678.76,0.63,1055682.50,-2282.54,1051351.90,-2282.54,-1.39,,,,,,,,,,,,
SLONG24,2025-12-09,7921.86,2282.54,97.57,96.84,7921.86,0.75,1055682.50,-2282.54,1051351.90,-2282.54,-2.50,,,,,,,,,,,,
SLONG3,2025-12-09,9128.38,-1418.01,100.48,99.62,9128.38,0.86,1055682.50,1418.01,1051351.90,1418.01,-0.48,,,,,,,,,,,,
SLONG4,2025-12-09,9871.10,735.46,101.88,100.94,9871.10,0.94,1055682.50,-735.46,1051351.90,-735.46,0.00,,,,,,,,,,,,
SLONG5,2025-12-09,10753.00,-1288.89,102.05,101.02,10753.00,1.02,1055682.50,1288.89,1051351.90,1288.89,0.00,,,,,,,,,,,,
SLONG6,2025-12-09,9969.63,1194.33,102.48,101.52,9969.63,0.94,1055682.50,-1194.33,1051351.90,-1194.33,0.00,,,,,,,,,,,,
SLONG7,2025-12-09,9128.38,-1418.01,100.37,99.51,9128.38,0.86,1055682.50,1418.01,1051351.90,1418.01,-0.26,,,,,,,,,,,,
SLONG8,2025-12-09,9871.10,735.46,101.42,100.48,9871.10,0.94,1055682.50,-735.46,1051351.90,-735.46,0.00,,,,,,,,,,,,
SLONG9,2025-12-09,10753.00,-1288.89,101.89,100.86,10753.00,1.02,1055682.50,1288.89,1051351.90,1288.89,0.00,,,,,,,,,,,,
QAW NPSAR1,2025-12-09,359623.60,-14718.97,101.44,100.89,7729.43,0.55,1407576.68,366613.14,1401802.54,16162.50,0.00,,,,,,,,,,,,
QAW NPSAR10,2025-12-09,797058.87,-4424.53,100.31,100.14,5296.99,0.17,3167047.50,796186.40,3154055.69,7672.48,0.00,,,,,,,,,,,,
QAW NPSAR11,2025-12-09,787293.47,-12321.99,101.23,101.37,-4468.41,-0.14,3167047.50,804083.86,3154055.69,15569.94,-0.14,,,,,,,,,,,,
QAW NPSAR12,2025-12-09,788768.94,-13814.34,102.21,102.31,-2992.94,-0.09,3167047.50,805576.21,3154055.69,17062.29,-0.10,,,,,,,,,,,,
QAW NPSAR13,2025-12-09,798977.22,-11929.66,101.48,101.25,7215.34,0.23,3167047.50,803691.53,3154055.69,15177.61,0.00,,,,,,,,,,,,
QAW NPSAR2,2025-12-09,359623.60,15248.05,98.62,98.08,7729.43,0.55,1407576.68,336646.12,1401802.54,-13804.51,-1.45,,,,,,,,,,,,
QAW NPSAR3,2025-12-09,359623.60,15248.05,99.06,98.52,7729.43,0.55,1407576.68,336646.12,1401802.54,-13804.51,-1.32,,,,,,,,,,,,
QAW NPSAR4,2025-12-09,357376.63,8014.41,100.13,99.74,5482.46,0.39,1407576.68,343879.76,1401802.54,-6570.88,-0.43,,,,,,,,,,,,
QAW NPSAR5,2025-12-09,357376.63,5049.11,100.69,100.30,5482.46,0.39,1407576.68,346845.06,1401802.54,-3605.57,0.00,,,,,,,,,,,,
QAW NPSAR6,2025-12-09,357376.63,5049.11,101.05,100.66,5482.46,0.39,1407576.68,346845.06,1401802.54,-3605.57,0.00,,,,,,,,,,,,
QAW NPSAR7,2025-12-09,357376.63,5049.11,101.20,100.81,5482.46,0.39,1407576.68,346845.06,1401802.54,-3605.57,0.00,,,,,,,,,,,,
QAW NPSAR8,2025-12-09,355734.13,-63.31,101.90,101.62,3839.96,0.27,1407576.68,351957.48,1401802.54,1506.85,0.00,,,,,,,,,,,,
QAW NPSAR9,2025-12-09,354462.33,-143.53,101.59,101.40,2568.16,0.18,1407576.68,352037.70,1401802.54,1587.06,0.00,,,,,,,,,,,,
QAW SPSAR1,2025-12-09,363110.17,15654.19,101.85,101.04,11216.00,0.80,1407576.68,336239.98,1401802.54,-14210.65,-0.22,,,,,,,,,,,,
QAW SPSAR10,2025-12-09,806985.88,-3760.56,100.60,100.12,15224.00,0.48,3167047.50,795522.44,3154055.69,7008.52,0.00,,,,,,,,,,,,
QAW SPSAR11,2025-12-09,792756.49,-10634.71,101.67,101.64,994.61,0.03,3167047.50,802396.58,3154055.69,13882.66,0.00,,,,,,,,,,,,
QAW SPSAR12,2025-12-09,793060.60,-16365.82,102.13,102.09,1298.72,0.04,3167047.50,808127.70,3154055.69,19613.78,0.00,,,,,,,,,,,,
QAW SPSAR13,2025-12-09,798069.57,-16365.82,100.79,100.59,6307.69,0.20,3167047.50,808127.70,3154055.69,19613.78,0.00,,,,,,,,,,,,
QAW SPSAR2,2025-12-09,363110.17,22338.01,96.79,96.02,11216.00,0.80,1407576.68,329556.16,1401802.54,-20894.48,-3.21,,,,,,,,,,,,
QAW SPSAR3,2025-12-09,363110.17,22387.93,98.05,97.27,11216.00,0.80,1407576.68,329506.24,1401802.54,-20944.39,-1.95,,,,,,,,,,,,
QAW SPSAR4,2025-12-09,363110.17,20996.35,99.68,98.89,11216.00,0.80,1407576.68,330897.82,1401802.54,-19552.81,-0.87,,,,,,,,,,,,
QAW SPSAR5,2025-12-09,363110.17,19595.93,100.32,99.53,11216.00,0.80,1407576.68,332298.24,1401802.54,-18152.39,-0.80,,,,,,,,,,,,
QAW SPSAR6,2025-12-09,362328.17,11033.21,101.99,101.24,10434.00,0.74,1407576.68,340860.96,1401802.54,-9589.67,-0.01,,,,,,,,,,,,
QAW SPSAR7,2025-12-09,362328.17,9157.19,102.77,102.01,10434.00,0.74,1407576.68,342736.98,1401802.54,-7713.65,0.00,,,,,,,,,,,,
QAW SPSAR8,2025-12-09,361424.17,2165.07,103.33,102.64,9530.00,0.68,1407576.68,349729.10,1401802.54,-721.54,0.00,,,,,,,,,,,,
QAW SPSAR9,2025-12-09,360422.17,1169.51,103.53,102.91,8528.00,0.61,1407576.68,350724.66,1401802.54,274.03,0.00,,,,,,,,,,,,
QAW DMA1,2025-12-09,34792.50,0.00,99.42,99.29,5647.50,0.13,4189254.00,29145.00,4189254.00,520.04,-0.59,,,,,,,,,,,,
QAW NLONG1,2025-12-09,21784.26,-14834.57,105.11,102.98,21784.26,2.06,1055682.50,14834.57,1051351.90,14834.57,0.00,,,,,,,,,,,,
QAW NLONG10,2025-12-09,32413.36,-11549.11,104.31,101.20,32413.36,3.07,1055682.50,11549.11,1051351.90,11549.11,0.00,,,,,,,,,,,,
QAW NLONG11,2025-12-09,25205.35,-14387.62,105.48,103.02,25205.35,2.39,1055682.50,14387.62,1051351.90,14387.62,0.00,,,,,,,,,,,,
QAW NLONG12,2025-12-09,32550.93,-12279.13,104.78,101.65,32550.93,3.08,1055682.50,12279.13,1051351.90,12279.13,0.00,,,,,,,,,,,,
QAW NLONG13,2025-12-09,18940.98,-5159.48,101.94,100.14,18940.98,1.79,1055682.50,5159.48,1051351.90,5159.48,0.00,,,,,,,,,,,,
QAW NLONG14,2025-12-09,26599.15,-6251.54,102.06,99.55,26599.15,2.52,1055682.50,6251.54,1051351.90,6251.54,0.00,,,,,,,,,,,,
QAW NLONG15,2025-12-09,15957.70,-5159.48,103.71,102.17,15957.70,1.51,1055682.50,5159.48,1051351.90,5159.48,0.00,,,,,,,,,,,,
QAW NLONG16,2025-12-09,26265.06,-6251.54,103.15,100.65,26265.06,2.49,1055682.50,6251.54,1051351.90,6251.54,0.00,,,,,,,,,,,,
QAW NLONG17,2025-12-09,18940.98,-5159.48,101.94,100.14,18940.98,1.79,1055682.50,5159.48,1051351.90,5159.48,0.00,,,,,,,,,,,,
QAW NLONG18,2025-12-09,26599.15,-6251.54,102.06,99.55,26599.15,2.52,1055682.50,6251.54,1051351.90,6251.54,0.00,,,,,,,,,,,,
QAW NLONG19,2025-12-09,17128.68,-2479.28,103.50,101.85,17128.68,1.62,1055682.50,2479.28,1051351.90,2479.28,0.00,,,,,,,,,,,,
QAW NLONG2,2025-12-09,32413.36,-11549.11,103.60,100.51,32413.36,3.07,1055682.50,11549.11,1051351.90,11549.11,0.00,,,,,,,,,,,,
QAW NLONG20,2025-12-09,21012.04,-2479.28,102.24,100.24,21012.04,1.99,1055682.50,2479.28,1051351.90,2479.28,0.00,,,,,,,,,,,,
QAW NLONG21,2025-12-09,15138.95,4079.07,101.24,99.81,15138.95,1.43,1055682.50,-4079.07,1051351.90,-4079.07,0.00,,,,,,,,,,,,
QAW NLONG22,2025-12-09,15689.22,4079.07,100.23,98.76,15689.22,1.49,1055682.50,-4079.07,1051351.90,-4079.07,-0.36,,,,,,,,,,,,
QAW NLONG23,2025-12-09,12183.19,3852.55,102.97,101.80,12183.19,1.15,1055682.50,-3852.55,1051351.90,-3852.55,0.00,,,,,,,,,,,,
QAW NLONG24,2025-12-09,15484.84,3852.55,101.33,99.87,15484.84,1.47,1055682.50,-3852.55,1051351.90,-3852.55,-0.16,,,,,,,,,,,,
QAW NLONG3,2025-12-09,25205.35,-14387.62,105.56,103.10,25205.35,2.39,1055682.50,14387.62,1051351.90,14387.62,0.00,,,,,,,,,,,,
QAW NLONG4,2025-12-09,32550.93,-12279.13,104.01,100.90,32550.93,3.08,1055682.50,12279.13,1051351.90,12279.13,0.00,,,,,,,,,,,,
QAW NLONG5,2025-12-09,28758.55,-14834.57,105.72,102.92,28758.55,2.72,1055682.50,14834.57,1051351.90,14834.57,0.00,,,,,,,,,,,,
QAW NLONG6,2025-12-09,32413.36,-11549.11,103.64,100.55,32413.36,3.07,1055682.50,11549.11,1051351.90,11549.11,0.00,,,,,,,,,,,,
QAW NLONG7,2025-12-09,25205.35,-14387.62,105.56,103.10,25205.35,2.39,1055682.50,14387.62,1051351.90,14387.62,0.00,,,,,,,,,,,,
QAW NLONG8,2025-12-09,32550.93,-12279.13,104.38,101.26,32550.93,3.08,1055682.50,12279.13,1051351.90,12279.13,0.00,,,,,,,,,,,,
QAW NLONG9,2025-12-09,28758.55,-14834.57,105.42,102.62,28758.55,2.72,1055682.50,14834.57,1051351.90,14834.57,0.00,,,,,,,,,,,,
QAW SLONG1,2025-12-09,10753.00,-1288.89,103.50,102.46,10753.00,1.02,1055682.50,1288.89,1051351.90,1288.89,0.00,,,,,,,,,,,,
QAW SLONG10,2025-12-09,9969.63,1194.33,102.43,101.47,9969.63,0.94,1055682.50,-1194.33,1051351.90,-1194.33,0.00,,,,,,,,,,,,
QAW SLONG11,2025-12-09,9128.38,-1418.01,101.55,100.68,9128.38,0.86,1055682.50,1418.01,1051351.90,1418.01,0.00,,,,,,,,,,,,
QAW SLONG12,2025-12-09,9871.10,735.46,101.96,101.02,9871.10,0.94,1055682.50,-735.46,1051351.90,-735.46,0.00,,,,,,,,,,,,
QAW SLONG13,2025-12-09,13111.01,-801.77,99.26,98.04,13111.01,1.24,1055682.50,801.77,1051351.90,801.77,-0.98,,,,,,,,,,,,
QAW SLONG14,2025-12-09,8937.72,256.80,98.33,97.50,8937.72,0.85,1055682.50,-256.80,1051351.90,-256.80,-1.67,,,,,,,,,,,,
QAW SLONG15,2025-12-09,11328.12,-801.77,98.02,96.98,11328.12,1.07,1055682.50,801.77,1051351.90,801.77,-2.25,,,,,,,,,,,,
QAW SLONG16,2025-12-09,8914.66,256.80,98.29,97.47,8914.66,0.84,1055682.50,-256.80,1051351.90,-256.80,-1.78,,,,,,,,,,,,
QAW SLONG17,2025-12-09,13111.01,-801.77,99.26,98.04,13111.01,1.24,1055682.50,801.77,1051351.90,801.77,-0.98,,,,,,,,,,,,
QAW SLONG18,2025-12-09,8937.72,256.80,98.33,97.50,8937.72,0.85,1055682.50,-256.80,1051351.90,-256.80,-1.67,,,,,,,,,,,,
QAW SLONG19,2025-12-09,7552.08,576.96,97.69,97.00,7552.08,0.72,1055682.50,-576.96,1051351.90,-576.96,-2.58,,,,,,,,,,,,
QAW SLONG2,2025-12-09,9969.63,1194.33,102.31,101.35,9969.63,0.94,1055682.50,-1194.33,1051351.90,-1194.33,0.00,,,,,,,,,,,,
QAW SLONG20,2025-12-09,8914.66,576.96,98.18,97.36,8914.66,0.84,1055682.50,-576.96,1051351.90,-576.96,-1.89,,,,,,,,,,,,
QAW SLONG21,2025-12-09,7838.00,2685.24,98.94,98.21,7838.00,0.74,1055682.50,-2685.24,1051351.90,-2685.24,-1.30,,,,,,,,,,,,
QAW SLONG22,2025-12-09,7942.82,2685.24,98.05,97.32,7942.82,0.75,1055682.50,-2685.24,1051351.90,-2685.24,-1.95,,,,,,,,,,,,
QAW SLONG23,2025-12-09,6678.76,2282.54,98.89,98.27,6678.76,0.63,1055682.50,-2282.54,1051351.90,-2282.54,-1.39,,,,,,,,,,,,
QAW SLONG24,2025-12-09,7921.86,2282.54,97.57,96.84,7921.86,0.75,1055682.50,-2282.54,1051351.90,-2282.54,-2.50,,,,,,,,,,,,
