Symbol,ISIN,Scheme Code,Quantity,Avg Price,Broker,Debt/Equity,Mastersheet Tag,Sub Category,Strategy,NAV,Buy Value,Value as of Today,PNL Amount,% PNL
QUANT SMALL CAP FUND - DIRECT PLAN,INF966L01689,120828,617610.609,262.9422,Zerodha,Equity,Mutual Funds,Small Cap,QYE++,280.3628,162395892.27379984,173155039.6489452,10759147.375145376,6.625258326734917
