System Tag,Date,Portfolio Value,Cash In/Out,NAV,Prev NAV,PnL,Daily P/L %,Exposure Value,Prev Portfolio Value,Prev Exposure Value,Prev Pnl,Drawdown %,,,,
SPSAR3,2025-08-08,189984.71,-78.70,100.76,100.39,5426.00,0.37,1476469.68,184637.41,1470131.26,871.00,-0.44,,,,
SPSAR4,2025-08-08,189984.71,-78.70,101.81,101.44,5426.00,0.37,1476469.68,184637.41,1470131.26,871.00,-0.04,,,,
SPSAR5,2025-08-08,189984.71,-78.70,101.73,101.36,5426.00,0.37,1476469.68,184637.41,1470131.26,871.00,0.00,,,,
SPSAR6,2025-08-08,181903.75,-78.70,102.03,102.21,-2654.96,-0.18,1476469.68,184637.41,1470131.26,871.00,-0.18,,,,
SPSAR7,2025-08-08,178716.08,2593.27,100.31,100.71,-5842.63,-0.40,1476469.68,181965.44,1470131.26,-1800.97,-1.48,,,,
SPSAR8,2025-08-08,179604.59,-321.09,101.08,101.42,-4954.12,-0.34,1476469.68,184879.80,1470131.26,1113.39,-1.00,,,,
SPSAR9,2025-08-08,179437.47,-759.55,101.50,101.85,-5121.24,-0.35,1476469.68,185318.26,1470131.26,1551.85,-0.98,,,,
NLONG1,2025-08-08,-1134.31,-99.78,100.44,100.54,-1134.31,-0.10,1107352.25,99.78,1102598.44,99.78,-1.23,,,,
NLONG10,2025-08-08,1739.10,4892.54,101.05,100.89,1739.10,0.16,1107352.25,-4892.54,1102598.44,-4892.54,-1.31,,,,
NLONG11,2025-08-08,1033.53,0.00,97.21,97.12,1033.53,0.09,1107352.25,0.00,1102598.44,0.00,-3.87,,,,
NLONG12,2025-08-08,1919.61,6015.24,99.36,99.19,1919.61,0.17,1107352.25,-6015.24,1102598.44,-6015.24,-1.96,,,,
NLONG13,2025-08-08,-815.18,6858.73,97.60,97.67,-815.18,-0.07,1107352.25,-6858.73,1102598.44,-6858.73,-2.89,,,,
NLONG14,2025-08-08,-989.01,5314.45,97.21,97.30,-989.01,-0.09,1107352.25,-5314.45,1102598.44,-5314.45,-3.27,,,,
NLONG15,2025-08-08,-989.01,11267.20,97.27,97.36,-989.01,-0.09,1107352.25,-11267.20,1102598.44,-11267.20,-3.26,,,,
NLONG16,2025-08-08,-989.01,6196.71,97.60,97.69,-989.01,-0.09,1107352.25,-6196.71,1102598.44,-6196.71,-3.12,,,,
NLONG17,2025-08-08,-815.18,6858.73,97.28,97.35,-815.18,-0.07,1107352.25,-6858.73,1102598.44,-6858.73,-3.20,,,,
NLONG18,2025-08-08,-989.01,5314.45,97.05,97.14,-989.01,-0.09,1107352.25,-5314.45,1102598.44,-5314.45,-3.43,,,,
NLONG19,2025-08-08,-989.01,11267.20,97.06,97.15,-989.01,-0.09,1107352.25,-11267.20,1102598.44,-11267.20,-3.88,,,,
NLONG2,2025-08-08,1648.85,4892.54,100.18,100.03,1648.85,0.15,1107352.25,-4892.54,1102598.44,-4892.54,-1.30,,,,
NLONG20,2025-08-08,-989.01,6196.71,97.48,97.57,-989.01,-0.09,1107352.25,-6196.71,1102598.44,-6196.71,-3.57,,,,
NLONG21,2025-08-08,-3307.35,-3447.46,96.88,97.17,-3307.35,-0.30,1107352.25,3447.46,1102598.44,3447.46,-3.38,,,,
NLONG22,2025-08-08,-2342.57,-3447.46,96.71,96.92,-2342.57,-0.21,1107352.25,3447.46,1102598.44,3447.46,-3.57,,,,
NLONG23,2025-08-08,-989.01,-8399.02,97.85,97.94,-989.01,-0.09,1107352.25,8399.02,1102598.44,8399.02,-2.56,,,,
NLONG24,2025-08-08,-2876.39,-15841.76,97.21,97.46,-2876.39,-0.26,1107352.25,15841.76,1102598.44,15841.76,-2.79,,,,
NLONG3,2025-08-08,1033.53,0.00,98.36,98.27,1033.53,0.09,1107352.25,0.00,1102598.44,0.00,-2.09,,,,
NLONG4,2025-08-08,1648.85,6015.24,96.78,96.64,1648.85,0.15,1107352.25,-6015.24,1102598.44,-6015.24,-3.22,,,,
NLONG5,2025-08-08,-1134.31,-99.78,100.29,100.39,-1134.31,-0.10,1107352.25,99.78,1102598.44,99.78,-1.23,,,,
NLONG6,2025-08-08,1648.85,4892.54,100.00,99.85,1648.85,0.15,1107352.25,-4892.54,1102598.44,-4892.54,-1.30,,,,
NLONG7,2025-08-08,1033.53,0.00,98.84,98.75,1033.53,0.09,1107352.25,0.00,1102598.44,0.00,-2.25,,,,
NLONG8,2025-08-08,1387.03,6015.24,99.27,99.15,1387.03,0.13,1107352.25,-6015.24,1102598.44,-6015.24,-2.05,,,,
NLONG9,2025-08-08,-1134.31,-99.78,100.38,100.48,-1134.31,-0.10,1107352.25,99.78,1102598.44,99.78,-1.30,,,,
SLONG1,2025-08-08,-256.78,241.44,101.28,101.30,-256.78,-0.02,1107352.25,-241.44,1102598.44,-241.44,-0.79,,,,
SLONG10,2025-08-08,2589.58,7615.75,101.73,101.49,2589.58,0.23,1107352.25,-7615.75,1102598.44,-7615.75,-1.32,,,,
SLONG11,2025-08-08,87.24,241.44,104.51,104.50,87.24,0.01,1107352.25,-241.44,1102598.44,-241.44,-0.44,,,,
SLONG12,2025-08-08,2868.37,7615.75,102.39,102.13,2868.37,0.26,1107352.25,-7615.75,1102598.44,-7615.75,-1.69,,,,
SLONG13,2025-08-08,-1028.94,9540.91,99.21,99.30,-1028.94,-0.09,1107352.25,-9540.91,1102598.44,-9540.91,-1.96,,,,
SLONG14,2025-08-08,-1000.90,6820.15,98.64,98.73,-1000.90,-0.09,1107352.25,-6820.15,1102598.44,-6820.15,-1.68,,,,
SLONG15,2025-08-08,-1326.10,9540.91,100.82,100.94,-1326.10,-0.12,1107352.25,-9540.91,1102598.44,-9540.91,-1.75,,,,
SLONG16,2025-08-08,-1000.90,6820.15,101.39,101.48,-1000.90,-0.09,1107352.25,-6820.15,1102598.44,-6820.15,-1.54,,,,
SLONG17,2025-08-08,-1028.94,9540.91,98.08,98.17,-1028.94,-0.09,1107352.25,-9540.91,1102598.44,-9540.91,-2.23,,,,
SLONG18,2025-08-08,-1000.90,6820.15,98.02,98.11,-1000.90,-0.09,1107352.25,-6820.15,1102598.44,-6820.15,-2.30,,,,
SLONG19,2025-08-08,-1326.10,9540.91,99.64,99.76,-1326.10,-0.12,1107352.25,-9540.91,1102598.44,-9540.91,-2.01,,,,
SLONG2,2025-08-08,2304.78,7615.75,101.57,101.36,2304.78,0.21,1107352.25,-7615.75,1102598.44,-7615.75,-1.38,,,,
SLONG20,2025-08-08,-1000.90,6820.15,100.34,100.43,-1000.90,-0.09,1107352.25,-6820.15,1102598.44,-6820.15,-1.61,,,,
SLONG21,2025-08-08,-3990.40,-4674.47,98.10,98.45,-3990.40,-0.36,1107352.25,4674.47,1102598.44,4674.47,-2.09,,,,
SLONG22,2025-08-08,-2532.53,-4674.47,98.00,98.22,-2532.53,-0.23,1107352.25,4674.47,1102598.44,4674.47,-2.19,,,,
SLONG23,2025-08-08,-2975.27,-4674.47,98.15,98.41,-2975.27,-0.27,1107352.25,4674.47,1102598.44,4674.47,-2.11,,,,
SLONG24,2025-08-08,-3402.07,-4674.47,97.97,98.27,-3402.07,-0.31,1107352.25,4674.47,1102598.44,4674.47,-2.19,,,,
SLONG3,2025-08-08,87.24,241.44,102.60,102.59,87.24,0.01,1107352.25,-241.44,1102598.44,-241.44,-0.53,,,,
SLONG4,2025-08-08,2304.78,7615.75,102.34,102.13,2304.78,0.21,1107352.25,-7615.75,1102598.44,-7615.75,-1.69,,,,
SLONG5,2025-08-08,-256.78,241.44,101.00,101.02,-256.78,-0.02,1107352.25,-241.44,1102598.44,-241.44,-0.80,,,,
SLONG6,2025-08-08,2304.78,7615.75,101.47,101.26,2304.78,0.21,1107352.25,-7615.75,1102598.44,-7615.75,-1.34,,,,
SLONG7,2025-08-08,87.24,241.44,102.47,102.46,87.24,0.01,1107352.25,-241.44,1102598.44,-241.44,-0.53,,,,
SLONG8,2025-08-08,1951.51,7615.75,102.16,101.98,1951.51,0.18,1107352.25,-7615.75,1102598.44,-7615.75,-1.76,,,,
SLONG9,2025-08-08,-256.78,241.44,101.98,102.00,-256.78,-0.02,1107352.25,-241.44,1102598.44,-241.44,-0.80,,,,
Large Cap Stock Holdings,2025-08-08,13521300.00,-4800000.00,96.85,97.91,-200850.00,-1.08,18522150.00,18522150.00,18449550.00,72600.00,-7.03,,,,
Liquidbees Stock Holdings,2025-08-08,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
Liquidcase Stock Holdings,2025-08-08,4429262.80,0.00,100.72,100.67,2015.50,0.05,4427247.30,4427247.30,4426844.20,403.10,0.00,,,,
Small Cap Stock Holdings,2025-08-08,26092050.00,0.00,95.14,97.02,-517306.00,-1.94,26609356.00,26609356.00,26616044.00,-6688.00,-9.04,,,,
Debt Stock Holdings,2025-08-08,4429262.80,0.00,100.71,100.66,2015.50,0.05,4427247.30,4427247.30,4426844.20,403.10,0.00,,,,
Equity Stock Holdings,2025-08-08,39613350.00,-4800000.00,95.86,97.41,-718156.00,-1.59,45131506.00,45131506.00,45065594.00,65912.00,-8.21,,,,
Stock Holdings,2025-08-08,44042612.80,-4800000.00,96.27,97.69,-716140.50,-1.45,49558753.30,49558753.30,49492438.20,66315.10,-7.49,,,,
Miscellaneous P&L,2025-08-08,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
Total Tax,2025-08-08,-7166.19,2230.97,100.00,100.00,-7166.19,0.00,0.00,-2230.97,0.00,0.00,0.00,,,,
Equity Holdings Tax,2025-08-08,-4979.55,0.00,100.00,100.00,-4979.55,0.00,0.00,0.00,0.00,0.00,0.00,,,,
Equity Intraday Tax,2025-08-08,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
F&O Tax,2025-08-08,-2186.64,2230.97,100.00,100.00,-2186.64,0.00,0.00,-2230.97,0.00,0.00,0.00,,,,
MCX Tax,2025-08-08,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
Total Other Debits and Credits,2025-08-08,-15.05,0.00,100.00,100.00,-15.05,0.00,0.00,0.00,0.00,0.00,0.00,,,,
Equity Other Debits and Credits,2025-08-08,-15.05,0.00,100.00,100.00,-15.05,0.00,0.00,0.00,0.00,0.00,0.00,,,,
NPSAR,2025-08-08,3311670.36,-54729.00,102.23,102.27,-10386.41,-0.04,26576454.12,3376785.75,26462362.58,68990.43,-0.32,,,,
SPSAR,2025-08-08,3321866.99,-49141.19,102.29,102.29,-189.78,0.00,26576454.12,3371197.94,26462362.58,63402.62,0.00,,,,
NLONG,2025-08-08,-7389.79,60562.48,98.30,98.33,-7389.79,-0.03,26576454.00,-60562.48,26462362.56,-60562.48,-2.30,,,,
SLONG,2025-08-08,-7798.77,93889.50,100.57,100.60,-7798.77,-0.03,26576454.00,-93889.50,26462362.56,-93889.50,-1.26,,,,
PSAR,2025-08-08,6633537.34,-103870.18,102.26,102.28,-10576.19,-0.02,53152908.24,6747983.70,52924725.16,132393.05,-0.12,,,,
LONG,2025-08-08,-15188.56,154451.98,98.44,98.47,-15188.56,-0.03,53152908.00,-154451.98,52924725.12,-154451.98,-2.06,,,,
Total Portfolio Value,2025-08-08,6616162.14,52812.77,100.57,100.62,-27951.39,-0.05,53152908.00,6591300.75,52924725.00,-24289.90,-1.61,,,,
Zerodha Total Portfolio,2025-08-08,52231601.16,0.00,97.04,98.43,-749086.49,-1.41,52980687.64,52980687.64,52938662.44,42025.20,-7.53,,,,
NPSAR1,2025-08-11,177617.90,-11185.81,104.10,104.36,-3596.25,-0.25,1449713.18,192399.96,1476469.68,7841.25,-0.25,,,,
NPSAR10,2025-08-11,409261.48,866.70,102.02,101.97,1529.65,0.05,3261854.62,406865.13,3322056.75,-8391.96,-1.29,,,,
NPSAR11,2025-08-11,411266.12,-1304.72,104.15,104.04,3534.29,0.11,3261854.62,409036.55,3322056.75,-6220.54,-0.09,,,,
NPSAR12,2025-08-11,413529.52,-2669.05,102.18,102.00,5797.69,0.18,3261854.62,410400.88,3322056.75,-4856.21,0.00,,,,
NPSAR13,2025-08-11,415621.77,-2767.84,101.46,101.22,7889.94,0.24,3261854.62,410499.67,3322056.75,-4757.42,-1.11,,,,
NPSAR2,2025-08-11,177617.90,-11185.81,102.72,102.98,-3596.25,-0.25,1449713.18,192399.96,1476469.68,7841.25,-0.25,,,,
NPSAR3,2025-08-11,177617.90,-11185.81,100.27,100.52,-3596.25,-0.25,1449713.18,192399.96,1476469.68,7841.25,-0.52,,,,
NPSAR4,2025-08-11,176870.48,-11185.81,101.53,101.84,-4343.67,-0.30,1449713.18,192399.96,1476469.68,7841.25,-0.30,,,,
NPSAR5,2025-08-11,177498.89,-11185.81,102.36,102.62,-3715.26,-0.26,1449713.18,192399.96,1476469.68,7841.25,-0.25,,,,
NPSAR6,2025-08-11,174565.07,4516.46,100.65,101.11,-6649.08,-0.46,1449713.18,176697.69,1476469.68,-7861.02,-2.10,,,,
NPSAR7,2025-08-11,174565.07,3252.61,100.52,100.98,-6649.08,-0.46,1449713.18,177961.54,1476469.68,-6597.17,-1.93,,,,
NPSAR8,2025-08-11,174565.07,3252.61,101.56,102.03,-6649.08,-0.46,1449713.18,177961.54,1476469.68,-6597.17,-1.91,,,,
NPSAR9,2025-08-11,178118.86,966.61,102.76,102.98,-3095.29,-0.21,1449713.18,180247.54,1476469.68,-4311.17,-1.44,,,,
SPSAR1,2025-08-11,179790.15,-8770.56,103.57,103.67,-1424.00,-0.10,1449713.18,189984.71,1476469.68,5426.00,-0.10,,,,
SPSAR10,2025-08-11,412064.38,-3432.08,102.12,101.98,4332.55,0.13,3261854.62,411163.91,3322056.75,-4093.18,-0.76,,,,
SPSAR11,2025-08-11,412158.39,-5333.68,103.27,103.13,4426.56,0.14,3261854.62,413065.51,3322056.75,-2191.58,0.00,,,,
SPSAR12,2025-08-11,414669.12,-6625.87,103.60,103.38,6937.29,0.21,3261854.62,414357.70,3322056.75,-899.39,0.00,,,,
SPSAR13,2025-08-11,415331.30,-5962.58,103.13,102.89,7599.47,0.23,3261854.62,413694.41,3322056.75,-1562.68,0.00,,,,
SPSAR2,2025-08-11,179790.15,-8770.56,102.58,102.68,-1424.00,-0.10,1449713.18,189984.71,1476469.68,5426.00,-0.10,,,,
SPSAR3,2025-08-11,179790.15,-8770.56,100.66,100.76,-1424.00,-0.10,1449713.18,189984.71,1476469.68,5426.00,-0.54,,,,
SPSAR4,2025-08-11,179014.20,-8770.56,101.66,101.81,-2199.95,-0.15,1449713.18,189984.71,1476469.68,5426.00,-0.19,,,,
SPSAR5,2025-08-11,180314.70,-8770.56,101.67,101.73,-899.45,-0.06,1449713.18,189984.71,1476469.68,5426.00,-0.06,,,,
SPSAR6,2025-08-11,176070.15,-689.60,101.67,102.03,-5144.00,-0.35,1449713.18,181903.75,1476469.68,-2654.96,-0.53,,,,
SPSAR7,2025-08-11,176070.15,2498.07,99.95,100.31,-5144.00,-0.35,1449713.18,178716.08,1476469.68,-5842.63,-1.84,,,,
SPSAR8,2025-08-11,176070.15,1609.56,100.72,101.08,-5144.00,-0.35,1449713.18,179604.59,1476469.68,-4954.12,-1.35,,,,
SPSAR9,2025-08-11,179297.95,1776.68,101.37,101.50,-1916.20,-0.13,1449713.18,179437.47,1476469.68,-5121.24,-1.10,,,,
NLONG1,2025-08-11,1267.13,1134.31,100.56,100.44,1267.13,0.12,1087284.88,-1134.31,1107352.25,-1134.31,-1.11,,,,
NLONG10,2025-08-11,845.58,-1739.10,101.13,101.05,845.58,0.08,1087284.88,1739.10,1107352.25,1739.10,-1.23,,,,
NLONG11,2025-08-11,2041.82,-1033.53,97.39,97.21,2041.82,0.19,1087284.88,1033.53,1107352.25,1033.53,-3.69,,,,
NLONG12,2025-08-11,1368.23,-1919.61,99.49,99.36,1368.23,0.13,1087284.88,1919.61,1107352.25,1919.61,-1.84,,,,
NLONG13,2025-08-11,1629.18,815.18,97.75,97.60,1629.18,0.15,1087284.88,-815.18,1107352.25,-815.18,-2.74,,,,
NLONG14,2025-08-11,763.50,989.01,97.28,97.21,763.50,0.07,1087284.88,-989.01,1107352.25,-989.01,-3.20,,,,
NLONG15,2025-08-11,2225.96,989.01,97.47,97.27,2225.96,0.20,1087284.88,-989.01,1107352.25,-989.01,-3.06,,,,
NLONG16,2025-08-11,1182.35,989.01,97.71,97.60,1182.35,0.11,1087284.88,-989.01,1107352.25,-989.01,-3.01,,,,
NLONG17,2025-08-11,1629.18,815.18,97.43,97.28,1629.18,0.15,1087284.88,-815.18,1107352.25,-815.18,-3.05,,,,
NLONG18,2025-08-11,763.50,989.01,97.12,97.05,763.50,0.07,1087284.88,-989.01,1107352.25,-989.01,-3.36,,,,
NLONG19,2025-08-11,2225.96,989.01,97.26,97.06,2225.96,0.20,1087284.88,-989.01,1107352.25,-989.01,-3.68,,,,
NLONG2,2025-08-11,845.58,-1648.85,100.26,100.18,845.58,0.08,1087284.88,1648.85,1107352.25,1648.85,-1.22,,,,
NLONG20,2025-08-11,1182.35,989.01,97.59,97.48,1182.35,0.11,1087284.88,-989.01,1107352.25,-989.01,-3.46,,,,
NLONG21,2025-08-11,631.92,3307.35,96.94,96.88,631.92,0.06,1087284.88,-3307.35,1107352.25,-3307.35,-3.32,,,,
NLONG22,2025-08-11,179.71,2342.57,96.73,96.71,179.71,0.02,1087284.88,-2342.57,1107352.25,-2342.57,-3.55,,,,
NLONG23,2025-08-11,67.95,989.01,97.86,97.85,67.95,0.01,1087284.88,-989.01,1107352.25,-989.01,-2.55,,,,
NLONG24,2025-08-11,-562.19,2876.39,97.16,97.21,-562.19,-0.05,1087284.88,-2876.39,1107352.25,-2876.39,-2.84,,,,
NLONG3,2025-08-11,2041.82,-1033.53,98.54,98.36,2041.82,0.19,1087284.88,1033.53,1107352.25,1033.53,-1.91,,,,
NLONG4,2025-08-11,1368.23,-1648.85,96.90,96.78,1368.23,0.13,1087284.88,1648.85,1107352.25,1648.85,-3.10,,,,
NLONG5,2025-08-11,1267.13,1134.31,100.41,100.29,1267.13,0.12,1087284.88,-1134.31,1107352.25,-1134.31,-1.11,,,,
NLONG6,2025-08-11,845.58,-1648.85,100.08,100.00,845.58,0.08,1087284.88,1648.85,1107352.25,1648.85,-1.22,,,,
NLONG7,2025-08-11,2041.82,-1033.53,99.03,98.84,2041.82,0.19,1087284.88,1033.53,1107352.25,1033.53,-2.07,,,,
NLONG8,2025-08-11,1263.42,-1387.03,99.39,99.27,1263.42,0.12,1087284.88,1387.03,1107352.25,1387.03,-1.93,,,,
NLONG9,2025-08-11,1267.13,1134.31,100.50,100.38,1267.13,0.12,1087284.88,-1134.31,1107352.25,-1134.31,-1.18,,,,
SLONG1,2025-08-11,4327.28,256.78,101.68,101.28,4327.28,0.40,1087284.88,-256.78,1107352.25,-256.78,-0.40,,,,
SLONG10,2025-08-11,5324.20,-2589.58,102.23,101.73,5324.20,0.49,1087284.88,2589.58,1107352.25,2589.58,-0.83,,,,
SLONG11,2025-08-11,5469.93,-87.24,105.04,104.51,5469.93,0.50,1087284.88,87.24,1107352.25,87.24,0.00,,,,
SLONG12,2025-08-11,6290.91,-2868.37,102.98,102.39,6290.91,0.58,1087284.88,2868.37,1107352.25,2868.37,-1.12,,,,
SLONG13,2025-08-11,3634.22,1028.94,99.54,99.21,3634.22,0.33,1087284.88,-1028.94,1107352.25,-1028.94,-1.63,,,,
SLONG14,2025-08-11,2744.48,1000.90,98.89,98.64,2744.48,0.25,1087284.88,-1000.90,1107352.25,-1000.90,-1.44,,,,
SLONG15,2025-08-11,4551.51,1326.10,101.24,100.82,4551.51,0.42,1087284.88,-1326.10,1107352.25,-1326.10,-1.34,,,,
SLONG16,2025-08-11,3679.56,1000.90,101.73,101.39,3679.56,0.34,1087284.88,-1000.90,1107352.25,-1000.90,-1.21,,,,
SLONG17,2025-08-11,3634.22,1028.94,98.41,98.08,3634.22,0.33,1087284.88,-1028.94,1107352.25,-1028.94,-1.90,,,,
SLONG18,2025-08-11,2744.48,1000.90,98.27,98.02,2744.48,0.25,1087284.88,-1000.90,1107352.25,-1000.90,-2.05,,,,
SLONG19,2025-08-11,4551.51,1326.10,100.06,99.64,4551.51,0.42,1087284.88,-1326.10,1107352.25,-1326.10,-1.59,,,,
SLONG2,2025-08-11,5324.20,-2304.78,102.07,101.57,5324.20,0.49,1087284.88,2304.78,1107352.25,2304.78,-0.89,,,,
SLONG20,2025-08-11,3679.56,1000.90,100.68,100.34,3679.56,0.34,1087284.88,-1000.90,1107352.25,-1000.90,-1.27,,,,
SLONG21,2025-08-11,4092.41,3990.40,98.47,98.10,4092.41,0.38,1087284.88,-3990.40,1107352.25,-3990.40,-1.72,,,,
SLONG22,2025-08-11,3121.75,2532.53,98.28,98.00,3121.75,0.29,1087284.88,-2532.53,1107352.25,-2532.53,-1.91,,,,
SLONG23,2025-08-11,1377.15,2975.27,98.27,98.15,1377.15,0.13,1087284.88,-2975.27,1107352.25,-2975.27,-1.99,,,,
SLONG24,2025-08-11,424.28,3402.07,98.01,97.97,424.28,0.04,1087284.88,-3402.07,1107352.25,-3402.07,-2.15,,,,
SLONG3,2025-08-11,5469.93,-87.24,103.12,102.60,5469.93,0.50,1087284.88,87.24,1107352.25,87.24,-0.03,,,,
SLONG4,2025-08-11,6290.91,-2304.78,102.93,102.34,6290.91,0.58,1087284.88,2304.78,1107352.25,2304.78,-1.12,,,,
SLONG5,2025-08-11,4327.28,256.78,101.40,101.00,4327.28,0.40,1087284.88,-256.78,1107352.25,-256.78,-0.40,,,,
SLONG6,2025-08-11,5324.20,-2304.78,101.97,101.47,5324.20,0.49,1087284.88,2304.78,1107352.25,2304.78,-0.86,,,,
SLONG7,2025-08-11,5469.93,-87.24,102.99,102.47,5469.93,0.50,1087284.88,87.24,1107352.25,87.24,-0.03,,,,
SLONG8,2025-08-11,6116.71,-1951.51,102.73,102.16,6116.71,0.56,1087284.88,1951.51,1107352.25,1951.51,-1.21,,,,
SLONG9,2025-08-11,4327.28,256.78,102.39,101.98,4327.28,0.40,1087284.88,-256.78,1107352.25,-256.78,-0.40,,,,
Large Cap Stock Holdings,2025-08-11,13743450.00,0.00,98.44,96.85,222150.00,1.64,13521300.00,13521300.00,18522150.00,-200850.00,-5.50,,,,
Liquidbees Stock Holdings,2025-08-11,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
Liquidcase Stock Holdings,2025-08-11,4429665.90,0.00,100.73,100.72,403.10,0.01,4429262.80,4429262.80,4427247.30,2015.50,0.00,,,,
Small Cap Stock Holdings,2025-08-11,25973776.00,0.00,94.71,95.14,-118274.00,-0.45,26092050.00,26092050.00,26609356.00,-517306.00,-9.46,,,,
Debt Stock Holdings,2025-08-11,4429665.90,0.00,100.72,100.71,403.10,0.01,4429262.80,4429262.80,4427247.30,2015.50,0.00,,,,
Equity Stock Holdings,2025-08-11,39717226.00,0.00,96.11,95.86,103876.00,0.26,39613350.00,39613350.00,45131506.00,-718156.00,-7.97,,,,
Stock Holdings,2025-08-11,44146891.90,0.00,96.50,96.27,104279.10,0.24,44042612.80,44042612.80,49558753.30,-716140.50,-7.27,,,,
Miscellaneous P&L,2025-08-11,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
Total Tax,2025-08-11,-2602.31,7166.19,100.00,100.00,-2602.31,0.00,0.00,-7166.19,0.00,0.00,0.00,,,,
Equity Holdings Tax,2025-08-11,0.00,4979.55,100.00,100.00,0.00,0.00,0.00,-4979.55,0.00,0.00,0.00,,,,
Equity Intraday Tax,2025-08-11,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
F&O Tax,2025-08-11,-2602.31,2186.64,100.00,100.00,-2602.31,0.00,0.00,-2186.64,0.00,0.00,0.00,,,,
MCX Tax,2025-08-11,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
Total Other Debits and Credits,2025-08-11,0.00,15.05,100.00,100.00,0.00,0.00,0.00,-15.05,0.00,0.00,0.00,,,,
Equity Other Debits and Credits,2025-08-11,0.00,15.05,100.00,100.00,0.00,0.00,0.00,-15.05,0.00,0.00,0.00,,,,
NPSAR,2025-08-11,3238716.00,-49815.70,102.14,102.23,-23138.64,-0.09,26094837.10,3311670.35,26576454.12,-10386.41,-0.40,,,,
SPSAR,2025-08-11,3260430.91,-60012.33,102.28,102.29,-1423.73,-0.01,26094837.10,3321866.98,26576454.12,-189.78,-0.01,,,,
NLONG,2025-08-11,28382.84,7389.79,98.41,98.30,28382.84,0.11,26094837.12,-7389.79,26576454.00,-7389.79,-2.19,,,,
SLONG,2025-08-11,102297.89,7798.77,100.96,100.57,102297.89,0.39,26094837.12,-7798.77,26576454.00,-7798.77,-0.88,,,,
PSAR,2025-08-11,6499146.91,-109828.04,102.21,102.26,-24562.37,-0.05,52189674.20,6633537.34,53152908.24,-10576.19,-0.16,,,,
LONG,2025-08-11,130680.73,15188.56,98.69,98.44,130680.73,0.25,52189674.24,-15188.56,53152908.00,-15188.56,-1.82,,,,
Total Portfolio Value,2025-08-11,6627225.33,-92452.83,100.77,100.57,103516.05,0.20,52189674.00,6616162.14,53152908.00,-27951.39,-1.42,,,,
Zerodha Total Portfolio,2025-08-11,52439396.31,0.00,97.43,97.04,207795.15,0.40,52231601.16,52231601.16,52980687.64,-749086.49,-7.16,,,,
NPSAR1,2025-08-12,186120.33,4141.18,104.41,104.10,4361.25,0.30,1454072.65,177617.90,1449713.18,-3596.25,0.00,,,,
NPSAR10,2025-08-12,412750.16,-303.55,102.14,102.02,3792.23,0.12,3271663.44,409261.48,3261854.62,1529.65,-1.17,,,,
NPSAR11,2025-08-12,415093.68,-2308.19,104.35,104.15,6135.75,0.19,3271663.44,411266.12,3261854.62,3534.29,0.00,,,,
NPSAR12,2025-08-12,413329.79,-4571.59,102.32,102.18,4371.86,0.13,3271663.44,413529.52,3261854.62,5797.69,0.00,,,,
NPSAR13,2025-08-12,403060.09,-6663.84,101.28,101.46,-5897.84,-0.18,3271663.44,415621.77,3261854.62,7889.94,-1.29,,,,
NPSAR2,2025-08-12,167408.71,4141.18,101.71,102.72,-14350.37,-0.99,1454072.65,177617.90,1449713.18,-3596.25,-1.23,,,,
NPSAR3,2025-08-12,175962.01,4141.18,99.87,100.27,-5797.07,-0.40,1454072.65,177617.90,1449713.18,-3596.25,-0.91,,,,
NPSAR4,2025-08-12,180210.33,4888.60,101.42,101.53,-1548.75,-0.11,1454072.65,176870.48,1449713.18,-4343.67,-0.41,,,,
NPSAR5,2025-08-12,180911.58,4260.19,102.30,102.36,-847.50,-0.06,1454072.65,177498.89,1449713.18,-3715.26,-0.31,,,,
NPSAR6,2025-08-12,180911.58,7194.01,100.59,100.65,-847.50,-0.06,1454072.65,174565.07,1449713.18,-6649.08,-2.16,,,,
NPSAR7,2025-08-12,180911.58,7194.01,100.46,100.52,-847.50,-0.06,1454072.65,174565.07,1449713.18,-6649.08,-1.99,,,,
NPSAR8,2025-08-12,180911.58,7194.01,101.50,101.56,-847.50,-0.06,1454072.65,174565.07,1449713.18,-6649.08,-1.97,,,,
NPSAR9,2025-08-12,180911.58,3640.22,102.70,102.76,-847.50,-0.06,1454072.65,178118.86,1449713.18,-3095.29,-1.50,,,,
SPSAR1,2025-08-12,185909.98,1968.93,103.87,103.57,4150.90,0.29,1454072.65,179790.15,1449713.18,-1424.00,0.00,,,,
SPSAR10,2025-08-12,416716.90,-3106.45,102.36,102.12,7758.97,0.24,3271663.44,412064.38,3261854.62,4332.55,-0.52,,,,
